id,date,terminal,hour,wait_time_minutes
4649,2024-02-15,D,13,13.5
4650,2024-02-15,D,14,15.0
4651,2024-02-15,D,15,14.8
4652,2024-02-15,D,16,27.4
4653,2024-02-15,D,17,34.3
4654,2024-02-15,D,18,36.3
4655,2024-02-15,D,19,35.3
4656,2024-02-15,D,20,20.8
4657,2024-02-15,D,21,7.9
4658,2024-02-15,D,22,10.5
4659,2024-02-15,E,6,16.3
4660,2024-02-15,E,7,36.7
4661,2024-02-15,E,8,35.2
4662,2024-02-15,E,9,45.5
4663,2024-02-15,E,10,15.3
4664,2024-02-15,E,11,14.9
4665,2024-02-15,E,12,20.0
4666,2024-02-15,E,13,16.1
4667,2024-02-15,E,14,16.9
4668,2024-02-15,E,15,9.3
4669,2024-02-15,E,16,36.6
4670,2024-02-15,E,17,49.6
4671,2024-02-15,E,18,37.6
4672,2024-02-15,E,19,35.8
4673,2024-02-15,E,20,16.0
4674,2024-02-15,E,21,17.4
4675,2024-02-15,E,22,11.8
4676,2024-02-15,F,6,12.3
4677,2024-02-15,F,7,46.4
4678,2024-02-15,F,8,41.7
4679,2024-02-15,F,9,43.5
4680,2024-02-15,F,10,11.0
4681,2024-02-15,F,11,12.4
4682,2024-02-15,F,12,12.5
4683,2024-02-15,F,13,17.8
4684,2024-02-15,F,14,23.2
4685,2024-02-15,F,15,21.7
4686,2024-02-15,F,16,25.7
4687,2024-02-15,F,17,48.2
4688,2024-02-15,F,18,26.5
4689,2024-02-15,F,19,36.6
4690,2024-02-15,F,20,10.9
4691,2024-02-15,F,21,20.0
4692,2024-02-15,F,22,13.4
4693,2024-02-16,A,6,13.0
4694,2024-02-16,A,7,56.1
4695,2024-02-16,A,8,57.2
4696,2024-02-16,A,9,72.2
4697,2024-02-16,A,10,27.8
4698,2024-02-16,A,11,15.6
4699,2024-02-16,A,12,26.4
4700,2024-02-16,A,13,20.7
4701,2024-02-16,A,14,16.2
4702,2024-02-16,A,15,22.8
4703,2024-02-16,A,16,38.0
4704,2024-02-16,A,17,37.2
4705,2024-02-16,A,18,33.5
4706,2024-02-16,A,19,52.4
4707,2024-02-16,A,20,17.7
4708,2024-02-16,A,21,16.9
4709,2024-02-16,A,22,23.9
4710,2024-02-16,B,6,17.7
4711,2024-02-16,B,7,58.9
4712,2024-02-16,B,8,59.9
4713,2024-02-16,B,9,53.1
4714,2024-02-16,B,10,21.2
4715,2024-02-16,B,11,15.9
4716,2024-02-16,B,12,21.0
4717,2024-02-16,B,13,20.2
4718,2024-02-16,B,14,17.0
4719,2024-02-16,B,15,27.1
4720,2024-02-16,B,16,49.1
4721,2024-02-16,B,17,44.7
4722,2024-02-16,B,18,47.7
4723,2024-02-16,B,19,55.4
4724,2024-02-16,B,20,12.5
4725,2024-02-16,B,21,20.2
4726,2024-02-16,B,22,27.5
4727,2024-02-16,C,6,20.3
4728,2024-02-16,C,7,64.1
4729,2024-02-16,C,8,50.2
4730,2024-02-16,C,9,61.4
4731,2024-02-16,C,10,24.6
4732,2024-02-16,C,11,16.2
4733,2024-02-16,C,12,28.9
4734,2024-02-16,C,13,18.4
4735,2024-02-16,C,14,10.6
4736,2024-02-16,C,15,15.8
4737,2024-02-16,C,16,57.3
4738,2024-02-16,C,17,51.5
4739,2024-02-16,C,18,33.2
4740,2024-02-16,C,19,35.1
4741,2024-02-16,C,20,12.2
4742,2024-02-16,C,21,24.0
4743,2024-02-16,C,22,17.5
4744,2024-02-16,D,6,27.6
4745,2024-02-16,D,7,51.5
4746,2024-02-16,D,8,62.2
4747,2024-02-16,D,9,68.2
4748,2024-02-16,D,10,32.0
4749,2024-02-16,D,11,29.1
4750,2024-02-16,D,12,13.6
4751,2024-02-16,D,13,18.4
4752,2024-02-16,D,14,15.6
4753,2024-02-16,D,15,24.6
4754,2024-02-16,D,16,51.6
4755,2024-02-16,D,17,35.7
4756,2024-02-16,D,18,54.6
4757,2024-02-16,D,19,45.7
4758,2024-02-16,D,20,21.7
4759,2024-02-16,D,21,29.6
4760,2024-02-16,D,22,28.4
4761,2024-02-16,E,6,20.7
4762,2024-02-16,E,7,52.1
4763,2024-02-16,E,8,47.1
4764,2024-02-16,E,9,52.6
4765,2024-02-16,E,10,22.8
4766,2024-02-16,E,11,17.3
4767,2024-02-16,E,12,26.5
4768,2024-02-16,E,13,16.9
4769,2024-02-16,E,14,26.0
4770,2024-02-16,E,15,20.3
4771,2024-02-16,E,16,51.1
4772,2024-02-16,E,17,55.5
4773,2024-02-16,E,18,35.9
4774,2024-02-16,E,19,52.1
4775,2024-02-16,E,20,23.1
4776,2024-02-16,E,21,16.6
4777,2024-02-16,E,22,20.3
4778,2024-02-16,F,6,17.8
4779,2024-02-16,F,7,57.9
4780,2024-02-16,F,8,56.8
4781,2024-02-16,F,9,62.3
4782,2024-02-16,F,10,22.4
4783,2024-02-16,F,11,22.7
4784,2024-02-16,F,12,16.9
4785,2024-02-16,F,13,19.8
4786,2024-02-16,F,14,26.6
4787,2024-02-16,F,15,17.7
4788,2024-02-16,F,16,50.4
4789,2024-02-16,F,17,54.2
4790,2024-02-16,F,18,41.1
4791,2024-02-16,F,19,36.6
4792,2024-02-16,F,20,20.0
4793,2024-02-16,F,21,16.8
4794,2024-02-16,F,22,22.5
4795,2024-02-17,A,6,18.5
4796,2024-02-17,A,7,46.3
4797,2024-02-17,A,8,72.8
4798,2024-02-17,A,9,61.5
4799,2024-02-17,A,10,26.8
4800,2024-02-17,A,11,23.0
4801,2024-02-17,A,12,17.1
4802,2024-02-17,A,13,26.6
4803,2024-02-17,A,14,26.8
4804,2024-02-17,A,15,27.0
4805,2024-02-17,A,16,52.1
4806,2024-02-17,A,17,53.6
4807,2024-02-17,A,18,40.2
4808,2024-02-17,A,19,47.5
4809,2024-02-17,A,20,21.8
4810,2024-02-17,A,21,18.4
4811,2024-02-17,A,22,16.6
4812,2024-02-17,B,6,17.8
4813,2024-02-17,B,7,57.9
4814,2024-02-17,B,8,52.4
4815,2024-02-17,B,9,51.9
4816,2024-02-17,B,10,20.3
4817,2024-02-17,B,11,17.8
4818,2024-02-17,B,12,25.3
4819,2024-02-17,B,13,21.6
4820,2024-02-17,B,14,23.2
4821,2024-02-17,B,15,30.6
4822,2024-02-17,B,16,50.4
4823,2024-02-17,B,17,49.6
4824,2024-02-17,B,18,43.5
4825,2024-02-17,B,19,46.3
4826,2024-02-17,B,20,16.1
4827,2024-02-17,B,21,23.0
4828,2024-02-17,B,22,25.1
4829,2024-02-17,C,6,19.3
4830,2024-02-17,C,7,66.2
4831,2024-02-17,C,8,47.6
4832,2024-02-17,C,9,47.1
4833,2024-02-17,C,10,20.1
4834,2024-02-17,C,11,18.4
4835,2024-02-17,C,12,16.4
4836,2024-02-17,C,13,12.1
4837,2024-02-17,C,14,25.6
4838,2024-02-17,C,15,21.7
4839,2024-02-17,C,16,54.4
4840,2024-02-17,C,17,58.2
4841,2024-02-17,C,18,39.6
4842,2024-02-17,C,19,56.3
4843,2024-02-17,C,20,17.8
4844,2024-02-17,C,21,17.9
4845,2024-02-17,C,22,17.6
4846,2024-02-17,D,6,28.8
4847,2024-02-17,D,7,46.1
4848,2024-02-17,D,8,45.0
4849,2024-02-17,D,9,39.2
4850,2024-02-17,D,10,14.0
4851,2024-02-17,D,11,12.8
4852,2024-02-17,D,12,23.1
4853,2024-02-17,D,13,19.2
4854,2024-02-17,D,14,22.5
4855,2024-02-17,D,15,24.2
4856,2024-02-17,D,16,48.0
4857,2024-02-17,D,17,35.3
4858,2024-02-17,D,18,46.3
4859,2024-02-17,D,19,53.1
4860,2024-02-17,D,20,18.1
4861,2024-02-17,D,21,25.8
4862,2024-02-17,D,22,18.2
4863,2024-02-17,E,6,16.7
4864,2024-02-17,E,7,55.8
4865,2024-02-17,E,8,56.0
4866,2024-02-17,E,9,37.8
4867,2024-02-17,E,10,20.3
4868,2024-02-17,E,11,25.6
4869,2024-02-17,E,12,25.9
4870,2024-02-17,E,13,15.3
4871,2024-02-17,E,14,21.4
4872,2024-02-17,E,15,21.4
4873,2024-02-17,E,16,42.1
4874,2024-02-17,E,17,50.3
4875,2024-02-17,E,18,38.5
4876,2024-02-17,E,19,39.2
4877,2024-02-17,E,20,25.3
4878,2024-02-17,E,21,13.8
4879,2024-02-17,E,22,21.7
4880,2024-02-17,F,6,14.1
4881,2024-02-17,F,7,57.4
4882,2024-02-17,F,8,48.0
4883,2024-02-17,F,9,48.9
4884,2024-02-17,F,10,19.5
4885,2024-02-17,F,11,17.1
4886,2024-02-17,F,12,19.6
4887,2024-02-17,F,13,25.5
4888,2024-02-17,F,14,19.9
4889,2024-02-17,F,15,17.4
4890,2024-02-17,F,16,47.3
4891,2024-02-17,F,17,56.1
4892,2024-02-17,F,18,41.2
4893,2024-02-17,F,19,41.3
4894,2024-02-17,F,20,18.6
4895,2024-02-17,F,21,17.1
4896,2024-02-17,F,22,24.5
4897,2024-02-18,A,6,20.0
4898,2024-02-18,A,7,63.7
4899,2024-02-18,A,8,63.9
4900,2024-02-18,A,9,46.0
4901,2024-02-18,A,10,21.5
4902,2024-02-18,A,11,26.0
4903,2024-02-18,A,12,22.0
4904,2024-02-18,A,13,15.4
4905,2024-02-18,A,14,21.5
4906,2024-02-18,A,15,22.4
4907,2024-02-18,A,16,65.9
4908,2024-02-18,A,17,43.9
4909,2024-02-18,A,18,44.9
4910,2024-02-18,A,19,48.5
4911,2024-02-18,A,20,25.9
4912,2024-02-18,A,21,25.2
4913,2024-02-18,A,22,24.4
4914,2024-02-18,B,6,21.5
4915,2024-02-18,B,7,33.2
4916,2024-02-18,B,8,53.7
4917,2024-02-18,B,9,56.1
4918,2024-02-18,B,10,20.1
4919,2024-02-18,B,11,24.5
4920,2024-02-18,B,12,19.8
4921,2024-02-18,B,13,18.8
4922,2024-02-18,B,14,29.1
4923,2024-02-18,B,15,26.0
4924,2024-02-18,B,16,53.0
4925,2024-02-18,B,17,46.2
4926,2024-02-18,B,18,43.4
4927,2024-02-18,B,19,42.5
4928,2024-02-18,B,20,27.6
4929,2024-02-18,B,21,19.4
4930,2024-02-18,B,22,25.1
4931,2024-02-18,C,6,19.1
4932,2024-02-18,C,7,29.7
4933,2024-02-18,C,8,49.9
4934,2024-02-18,C,9,59.2
4935,2024-02-18,C,10,21.8
4936,2024-02-18,C,11,29.1
4937,2024-02-18,C,12,16.3
4938,2024-02-18,C,13,25.8
4939,2024-02-18,C,14,30.0
4940,2024-02-18,C,15,18.1
4941,2024-02-18,C,16,54.9
4942,2024-02-18,C,17,40.4
4943,2024-02-18,C,18,57.1
4944,2024-02-18,C,19,44.7
4945,2024-02-18,C,20,18.4
4946,2024-02-18,C,21,17.0
4947,2024-02-18,C,22,18.3
4948,2024-02-18,D,6,23.4
4949,2024-02-18,D,7,43.6
4950,2024-02-18,D,8,54.7
4951,2024-02-18,D,9,45.3
4952,2024-02-18,D,10,26.4
4953,2024-02-18,D,11,29.3
4954,2024-02-18,D,12,21.3
4955,2024-02-18,D,13,20.2
4956,2024-02-18,D,14,14.6
4957,2024-02-18,D,15,24.3
4958,2024-02-18,D,16,60.9
4959,2024-02-18,D,17,48.9
4960,2024-02-18,D,18,46.1
4961,2024-02-18,D,19,43.8
4962,2024-02-18,D,20,21.8
4963,2024-02-18,D,21,19.7
4964,2024-02-18,D,22,15.6
4965,2024-02-18,E,6,19.0
4966,2024-02-18,E,7,56.0
4967,2024-02-18,E,8,57.0
4968,2024-02-18,E,9,42.4
4969,2024-02-18,E,10,24.9
4970,2024-02-18,E,11,21.4
4971,2024-02-18,E,12,17.9
4972,2024-02-18,E,13,14.8
4973,2024-02-18,E,14,17.2
4974,2024-02-18,E,15,16.3
4975,2024-02-18,E,16,48.2
4976,2024-02-18,E,17,48.1
4977,2024-02-18,E,18,45.8
4978,2024-02-18,E,19,36.9
4979,2024-02-18,E,20,14.7
4980,2024-02-18,E,21,13.9
4981,2024-02-18,E,22,21.6
4982,2024-02-18,F,6,19.3
4983,2024-02-18,F,7,60.7
4984,2024-02-18,F,8,31.7
4985,2024-02-18,F,9,60.2
4986,2024-02-18,F,10,20.1
4987,2024-02-18,F,11,17.8
4988,2024-02-18,F,12,13.3
4989,2024-02-18,F,13,18.0
4990,2024-02-18,F,14,18.2
4991,2024-02-18,F,15,21.5
4992,2024-02-18,F,16,58.0
4993,2024-02-18,F,17,53.0
4994,2024-02-18,F,18,46.0
4995,2024-02-18,F,19,51.9
4996,2024-02-18,F,20,19.1
4997,2024-02-18,F,21,17.7
4998,2024-02-18,F,22,20.2
4999,2024-02-19,A,6,11.9
5000,2024-02-19,A,7,46.3
5001,2024-02-19,A,8,45.1
5002,2024-02-19,A,9,35.3
5003,2024-02-19,A,10,17.1
5004,2024-02-19,A,11,14.2
5005,2024-02-19,A,12,19.5
5006,2024-02-19,A,13,17.9
5007,2024-02-19,A,14,13.4
5008,2024-02-19,A,15,13.3
5009,2024-02-19,A,16,31.9
5010,2024-02-19,A,17,32.2
5011,2024-02-19,A,18,29.0
5012,2024-02-19,A,19,47.4
5013,2024-02-19,A,20,15.2
5014,2024-02-19,A,21,13.1
5015,2024-02-19,A,22,17.0
5016,2024-02-19,B,6,15.6
5017,2024-02-19,B,7,37.3
5018,2024-02-19,B,8,40.3
5019,2024-02-19,B,9,46.0
5020,2024-02-19,B,10,18.0
5021,2024-02-19,B,11,12.3
5022,2024-02-19,B,12,11.2
5023,2024-02-19,B,13,8.9
5024,2024-02-19,B,14,16.7
5025,2024-02-19,B,15,12.0
5026,2024-02-19,B,16,40.0
5027,2024-02-19,B,17,48.5
5028,2024-02-19,B,18,26.7
5029,2024-02-19,B,19,34.5
5030,2024-02-19,B,20,16.4
5031,2024-02-19,B,21,14.3
5032,2024-02-19,B,22,17.6
5033,2024-02-19,C,6,12.0
5034,2024-02-19,C,7,55.5
5035,2024-02-19,C,8,41.3
5036,2024-02-19,C,9,37.3
5037,2024-02-19,C,10,28.4
5038,2024-02-19,C,11,12.2
5039,2024-02-19,C,12,22.7
5040,2024-02-19,C,13,14.0
5041,2024-02-19,C,14,13.3
5042,2024-02-19,C,15,14.6
5043,2024-02-19,C,16,37.2
5044,2024-02-19,C,17,26.1
5045,2024-02-19,C,18,30.8
5046,2024-02-19,C,19,23.8
5047,2024-02-19,C,20,15.6
5048,2024-02-19,C,21,15.8
5049,2024-02-19,C,22,21.7
5050,2024-02-19,D,6,9.6
5051,2024-02-19,D,7,48.7
5052,2024-02-19,D,8,32.1
5053,2024-02-19,D,9,34.9
5054,2024-02-19,D,10,15.2
5055,2024-02-19,D,11,17.2
5056,2024-02-19,D,12,17.5
5057,2024-02-19,D,13,15.0
5058,2024-02-19,D,14,19.6
5059,2024-02-19,D,15,15.6
5060,2024-02-19,D,16,44.2
5061,2024-02-19,D,17,37.7
5062,2024-02-19,D,18,49.4
5063,2024-02-19,D,19,37.1
5064,2024-02-19,D,20,17.8
5065,2024-02-19,D,21,13.1
5066,2024-02-19,D,22,12.3
5067,2024-02-19,E,6,15.0
5068,2024-02-19,E,7,46.9
5069,2024-02-19,E,8,25.9
5070,2024-02-19,E,9,42.6
5071,2024-02-19,E,10,22.7
5072,2024-02-19,E,11,13.6
5073,2024-02-19,E,12,13.2
5074,2024-02-19,E,13,16.0
5075,2024-02-19,E,14,13.8
5076,2024-02-19,E,15,12.7
5077,2024-02-19,E,16,30.3
5078,2024-02-19,E,17,34.0
5079,2024-02-19,E,18,47.1
5080,2024-02-19,E,19,31.2
5081,2024-02-19,E,20,16.0
5082,2024-02-19,E,21,16.4
5083,2024-02-19,E,22,18.0
5084,2024-02-19,F,6,14.8
5085,2024-02-19,F,7,31.6
5086,2024-02-19,F,8,33.5
5087,2024-02-19,F,9,34.4
5088,2024-02-19,F,10,19.5
5089,2024-02-19,F,11,17.9
5090,2024-02-19,F,12,13.5
5091,2024-02-19,F,13,26.7
5092,2024-02-19,F,14,12.4
5093,2024-02-19,F,15,14.4
5094,2024-02-19,F,16,36.6
5095,2024-02-19,F,17,34.2
5096,2024-02-19,F,18,29.9
5097,2024-02-19,F,19,37.2
5098,2024-02-19,F,20,6.7
5099,2024-02-19,F,21,11.7
5100,2024-02-19,F,22,20.6
5101,2024-02-20,A,6,16.2
5102,2024-02-20,A,7,33.5
5103,2024-02-20,A,8,38.2
5104,2024-02-20,A,9,44.1
5105,2024-02-20,A,10,12.5
5106,2024-02-20,A,11,20.0
5107,2024-02-20,A,12,14.4
5108,2024-02-20,A,13,19.8
5109,2024-02-20,A,14,14.5
5110,2024-02-20,A,15,12.9
5111,2024-02-20,A,16,34.5
5112,2024-02-20,A,17,38.0
5113,2024-02-20,A,18,41.1
5114,2024-02-20,A,19,38.7
5115,2024-02-20,A,20,21.0
5116,2024-02-20,A,21,22.2
5117,2024-02-20,A,22,17.1
5118,2024-02-20,B,6,24.0
5119,2024-02-20,B,7,33.9
5120,2024-02-20,B,8,44.4
5121,2024-02-20,B,9,43.0
5122,2024-02-20,B,10,18.7
5123,2024-02-20,B,11,20.4
5124,2024-02-20,B,12,9.2
5125,2024-02-20,B,13,15.4
5126,2024-02-20,B,14,19.5
5127,2024-02-20,B,15,6.5
5128,2024-02-20,B,16,33.2
5129,2024-02-20,B,17,42.6
5130,2024-02-20,B,18,47.4
5131,2024-02-20,B,19,33.4
5132,2024-02-20,B,20,24.6
5133,2024-02-20,B,21,18.3
5134,2024-02-20,B,22,7.4
5135,2024-02-20,C,6,18.3
5136,2024-02-20,C,7,40.6
5137,2024-02-20,C,8,41.1
5138,2024-02-20,C,9,52.2
5139,2024-02-20,C,10,22.7
5140,2024-02-20,C,11,14.8
5141,2024-02-20,C,12,13.5
5142,2024-02-20,C,13,13.1
5143,2024-02-20,C,14,25.5
5144,2024-02-20,C,15,20.2
5145,2024-02-20,C,16,42.1
5146,2024-02-20,C,17,29.3
5147,2024-02-20,C,18,41.6
5148,2024-02-20,C,19,45.7
5149,2024-02-20,C,20,12.0
5150,2024-02-20,C,21,13.6
5151,2024-02-20,C,22,14.5
5152,2024-02-20,D,6,17.3
5153,2024-02-20,D,7,48.0
5154,2024-02-20,D,8,41.6
5155,2024-02-20,D,9,43.2
5156,2024-02-20,D,10,26.9
5157,2024-02-20,D,11,11.4
5158,2024-02-20,D,12,21.6
5159,2024-02-20,D,13,16.8
5160,2024-02-20,D,14,11.4
5161,2024-02-20,D,15,11.4
5162,2024-02-20,D,16,43.2
5163,2024-02-20,D,17,29.6
5164,2024-02-20,D,18,49.3
5165,2024-02-20,D,19,45.8
5166,2024-02-20,D,20,17.4
5167,2024-02-20,D,21,25.4
5168,2024-02-20,D,22,11.9
5169,2024-02-20,E,6,11.2
5170,2024-02-20,E,7,35.6
5171,2024-02-20,E,8,36.3
5172,2024-02-20,E,9,40.9
5173,2024-02-20,E,10,12.4
5174,2024-02-20,E,11,12.0
5175,2024-02-20,E,12,14.2
5176,2024-02-20,E,13,7.6
5177,2024-02-20,E,14,21.7
5178,2024-02-20,E,15,13.8
5179,2024-02-20,E,16,43.2
5180,2024-02-20,E,17,33.1
5181,2024-02-20,E,18,24.7
5182,2024-02-20,E,19,37.5
5183,2024-02-20,E,20,16.9
5184,2024-02-20,E,21,19.8
5185,2024-02-20,E,22,19.8
5186,2024-02-20,F,6,13.9
5187,2024-02-20,F,7,46.4
5188,2024-02-20,F,8,26.8
5189,2024-02-20,F,9,31.3
5190,2024-02-20,F,10,16.9
5191,2024-02-20,F,11,17.7
5192,2024-02-20,F,12,24.4
5193,2024-02-20,F,13,11.1
5194,2024-02-20,F,14,16.5
5195,2024-02-20,F,15,15.0
5196,2024-02-20,F,16,35.4
5197,2024-02-20,F,17,44.0
5198,2024-02-20,F,18,29.8
5199,2024-02-20,F,19,30.8
5200,2024-02-20,F,20,13.1
5201,2024-02-20,F,21,17.6
5202,2024-02-20,F,22,10.3
5203,2024-02-21,A,6,13.3
5204,2024-02-21,A,7,31.8
5205,2024-02-21,A,8,27.7
5206,2024-02-21,A,9,50.8
5207,2024-02-21,A,10,15.1
5208,2024-02-21,A,11,9.0
5209,2024-02-21,A,12,16.6
5210,2024-02-21,A,13,16.7
5211,2024-02-21,A,14,12.0
5212,2024-02-21,A,15,12.7
5213,2024-02-21,A,16,26.1
5214,2024-02-21,A,17,43.0
5215,2024-02-21,A,18,28.0
5216,2024-02-21,A,19,35.7
5217,2024-02-21,A,20,16.2
5218,2024-02-21,A,21,9.2
5219,2024-02-21,A,22,17.4
5220,2024-02-21,B,6,16.8
5221,2024-02-21,B,7,47.0
5222,2024-02-21,B,8,43.7
5223,2024-02-21,B,9,27.6
5224,2024-02-21,B,10,15.9
5225,2024-02-21,B,11,14.2
5226,2024-02-21,B,12,17.2
5227,2024-02-21,B,13,15.7
5228,2024-02-21,B,14,13.9
5229,2024-02-21,B,15,16.0
5230,2024-02-21,B,16,46.4
5231,2024-02-21,B,17,34.2
5232,2024-02-21,B,18,36.0
5233,2024-02-21,B,19,26.5
5234,2024-02-21,B,20,15.9
5235,2024-02-21,B,21,17.8
5236,2024-02-21,B,22,15.4
5237,2024-02-21,C,6,14.5
5238,2024-02-21,C,7,36.7
5239,2024-02-21,C,8,36.2
5240,2024-02-21,C,9,28.2
5241,2024-02-21,C,10,16.5
5242,2024-02-21,C,11,17.5
5243,2024-02-21,C,12,17.8
5244,2024-02-21,C,13,15.1
5245,2024-02-21,C,14,16.8
5246,2024-02-21,C,15,13.3
5247,2024-02-21,C,16,35.3
5248,2024-02-21,C,17,42.2
5249,2024-02-21,C,18,36.5
5250,2024-02-21,C,19,32.5
5251,2024-02-21,C,20,17.4
5252,2024-02-21,C,21,15.0
5253,2024-02-21,C,22,13.9
5254,2024-02-21,D,6,16.8
5255,2024-02-21,D,7,42.9
5256,2024-02-21,D,8,44.1
5257,2024-02-21,D,9,38.2
5258,2024-02-21,D,10,18.9
5259,2024-02-21,D,11,23.1
5260,2024-02-21,D,12,9.8
5261,2024-02-21,D,13,14.3
5262,2024-02-21,D,14,18.1
5263,2024-02-21,D,15,19.9
5264,2024-02-21,D,16,26.4
5265,2024-02-21,D,17,29.7
5266,2024-02-21,D,18,34.4
5267,2024-02-21,D,19,40.8
5268,2024-02-21,D,20,18.2
5269,2024-02-21,D,21,16.9
5270,2024-02-21,D,22,14.1
5271,2024-02-21,E,6,12.9
5272,2024-02-21,E,7,43.7
5273,2024-02-21,E,8,43.1
5274,2024-02-21,E,9,50.7
5275,2024-02-21,E,10,11.4
5276,2024-02-21,E,11,17.6
5277,2024-02-21,E,12,18.2
5278,2024-02-21,E,13,17.1
5279,2024-02-21,E,14,25.7
5280,2024-02-21,E,15,17.2
5281,2024-02-21,E,16,43.4
5282,2024-02-21,E,17,32.3
5283,2024-02-21,E,18,33.5
5284,2024-02-21,E,19,37.4
5285,2024-02-21,E,20,19.9
5286,2024-02-21,E,21,14.9
5287,2024-02-21,E,22,15.0
5288,2024-02-21,F,6,20.2
5289,2024-02-21,F,7,57.3
5290,2024-02-21,F,8,43.8
5291,2024-02-21,F,9,47.7
5292,2024-02-21,F,10,11.6
5293,2024-02-21,F,11,16.3
5294,2024-02-21,F,12,16.7
5295,2024-02-21,F,13,11.0
5296,2024-02-21,F,14,14.1
5297,2024-02-21,F,15,15.5
5298,2024-02-21,F,16,41.3
5299,2024-02-21,F,17,32.5
5300,2024-02-21,F,18,33.7
5301,2024-02-21,F,19,31.2
5302,2024-02-21,F,20,20.1
5303,2024-02-21,F,21,16.3
5304,2024-02-21,F,22,16.6
5305,2024-02-22,A,6,16.5
5306,2024-02-22,A,7,36.7
5307,2024-02-22,A,8,42.9
5308,2024-02-22,A,9,33.7
5309,2024-02-22,A,10,16.1
5310,2024-02-22,A,11,23.9
5311,2024-02-22,A,12,21.2
5312,2024-02-22,A,13,18.5
5313,2024-02-22,A,14,13.2
5314,2024-02-22,A,15,11.4
5315,2024-02-22,A,16,32.6
5316,2024-02-22,A,17,31.2
5317,2024-02-22,A,18,33.3
5318,2024-02-22,A,19,16.3
5319,2024-02-22,A,20,12.0
5320,2024-02-22,A,21,14.9
5321,2024-02-22,A,22,12.0
5322,2024-02-22,B,6,9.5
5323,2024-02-22,B,7,53.1
5324,2024-02-22,B,8,44.2
5325,2024-02-22,B,9,33.0
5326,2024-02-22,B,10,20.8
5327,2024-02-22,B,11,20.2
5328,2024-02-22,B,12,22.9
5329,2024-02-22,B,13,23.3
5330,2024-02-22,B,14,21.6
5331,2024-02-22,B,15,10.8
5332,2024-02-22,B,16,28.9
5333,2024-02-22,B,17,44.5
5334,2024-02-22,B,18,37.1
5335,2024-02-22,B,19,38.2
5336,2024-02-22,B,20,11.0
5337,2024-02-22,B,21,8.1
5338,2024-02-22,B,22,16.0
5339,2024-02-22,C,6,19.0
5340,2024-02-22,C,7,34.5
5341,2024-02-22,C,8,50.8
5342,2024-02-22,C,9,51.1
5343,2024-02-22,C,10,14.4
5344,2024-02-22,C,11,10.6
5345,2024-02-22,C,12,18.0
5346,2024-02-22,C,13,14.4
5347,2024-02-22,C,14,13.5
5348,2024-02-22,C,15,16.4
5349,2024-02-22,C,16,25.5
5350,2024-02-22,C,17,27.2
5351,2024-02-22,C,18,37.3
5352,2024-02-22,C,19,21.4
5353,2024-02-22,C,20,16.4
5354,2024-02-22,C,21,20.9
5355,2024-02-22,C,22,10.0
5356,2024-02-22,D,6,27.1
5357,2024-02-22,D,7,50.8
5358,2024-02-22,D,8,44.1
5359,2024-02-22,D,9,31.7
5360,2024-02-22,D,10,11.3
5361,2024-02-22,D,11,15.2
5362,2024-02-22,D,12,16.4
5363,2024-02-22,D,13,13.5
5364,2024-02-22,D,14,18.8
5365,2024-02-22,D,15,23.8
5366,2024-02-22,D,16,26.9
5367,2024-02-22,D,17,36.1
5368,2024-02-22,D,18,37.7
5369,2024-02-22,D,19,29.9
5370,2024-02-22,D,20,18.3
5371,2024-02-22,D,21,16.0
5372,2024-02-22,D,22,17.7
5373,2024-02-22,E,6,13.1
5374,2024-02-22,E,7,46.0
5375,2024-02-22,E,8,32.0
5376,2024-02-22,E,9,29.5
5377,2024-02-22,E,10,14.1
5378,2024-02-22,E,11,16.4
5379,2024-02-22,E,12,17.0
5380,2024-02-22,E,13,11.0
5381,2024-02-22,E,14,12.5
5382,2024-02-22,E,15,15.3
5383,2024-02-22,E,16,35.5
5384,2024-02-22,E,17,36.3
5385,2024-02-22,E,18,22.7
5386,2024-02-22,E,19,43.3
5387,2024-02-22,E,20,15.8
5388,2024-02-22,E,21,14.0
5389,2024-02-22,E,22,13.7
5390,2024-02-22,F,6,12.7
5391,2024-02-22,F,7,30.7
5392,2024-02-22,F,8,33.4
5393,2024-02-22,F,9,47.2
5394,2024-02-22,F,10,16.4
5395,2024-02-22,F,11,17.3
5396,2024-02-22,F,12,17.9
5397,2024-02-22,F,13,17.9
5398,2024-02-22,F,14,17.4
5399,2024-02-22,F,15,15.7
5400,2024-02-22,F,16,29.6
5401,2024-02-22,F,17,45.9
5402,2024-02-22,F,18,31.0
5403,2024-02-22,F,19,42.2
5404,2024-02-22,F,20,15.0
5405,2024-02-22,F,21,12.6
5406,2024-02-22,F,22,13.4
5407,2024-02-23,A,6,17.9
5408,2024-02-23,A,7,43.0
5409,2024-02-23,A,8,43.3
5410,2024-02-23,A,9,63.5
5411,2024-02-23,A,10,12.4
5412,2024-02-23,A,11,19.5
5413,2024-02-23,A,12,24.7
5414,2024-02-23,A,13,22.6
5415,2024-02-23,A,14,21.5
5416,2024-02-23,A,15,11.8
5417,2024-02-23,A,16,41.9
5418,2024-02-23,A,17,43.3
5419,2024-02-23,A,18,44.7
5420,2024-02-23,A,19,36.8
5421,2024-02-23,A,20,23.3
5422,2024-02-23,A,21,21.1
5423,2024-02-23,A,22,18.3
5424,2024-02-23,B,6,23.2
