id,date,terminal,hour,passenger_count
4641,2024-02-15,C,22,149
4642,2024-02-15,D,6,219
4643,2024-02-15,D,7,358
4644,2024-02-15,D,8,351
4645,2024-02-15,D,9,404
4646,2024-02-15,D,10,243
4647,2024-02-15,D,11,271
4648,2024-02-15,D,12,173
4649,2024-02-15,D,13,217
4650,2024-02-15,D,14,200
4651,2024-02-15,D,15,213
4652,2024-02-15,D,16,274
4653,2024-02-15,D,17,263
4654,2024-02-15,D,18,318
4655,2024-02-15,D,19,286
4656,2024-02-15,D,20,237
4657,2024-02-15,D,21,139
4658,2024-02-15,D,22,143
4659,2024-02-15,E,6,183
4660,2024-02-15,E,7,298
4661,2024-02-15,E,8,427
4662,2024-02-15,E,9,352
4663,2024-02-15,E,10,175
4664,2024-02-15,E,11,218
4665,2024-02-15,E,12,235
4666,2024-02-15,E,13,208
4667,2024-02-15,E,14,197
4668,2024-02-15,E,15,160
4669,2024-02-15,E,16,345
4670,2024-02-15,E,17,376
4671,2024-02-15,E,18,311
4672,2024-02-15,E,19,286
4673,2024-02-15,E,20,207
4674,2024-02-15,E,21,200
4675,2024-02-15,E,22,151
4676,2024-02-15,F,6,179
4677,2024-02-15,F,7,431
4678,2024-02-15,F,8,306
4679,2024-02-15,F,9,332
4680,2024-02-15,F,10,162
4681,2024-02-15,F,11,165
4682,2024-02-15,F,12,182
4683,2024-02-15,F,13,217
4684,2024-02-15,F,14,252
4685,2024-02-15,F,15,208
4686,2024-02-15,F,16,292
4687,2024-02-15,F,17,381
4688,2024-02-15,F,18,237
4689,2024-02-15,F,19,346
4690,2024-02-15,F,20,158
4691,2024-02-15,F,21,197
4692,2024-02-15,F,22,222
4693,2024-02-16,A,6,135
4694,2024-02-16,A,7,365
4695,2024-02-16,A,8,368
4696,2024-02-16,A,9,418
4697,2024-02-16,A,10,308
4698,2024-02-16,A,11,137
4699,2024-02-16,A,12,256
4700,2024-02-16,A,13,198
4701,2024-02-16,A,14,167
4702,2024-02-16,A,15,214
4703,2024-02-16,A,16,267
4704,2024-02-16,A,17,270
4705,2024-02-16,A,18,250
4706,2024-02-16,A,19,341
4707,2024-02-16,A,20,213
4708,2024-02-16,A,21,167
4709,2024-02-16,A,22,260
4710,2024-02-16,B,6,173
4711,2024-02-16,B,7,411
4712,2024-02-16,B,8,364
4713,2024-02-16,B,9,332
4714,2024-02-16,B,10,195
4715,2024-02-16,B,11,149
4716,2024-02-16,B,12,208
4717,2024-02-16,B,13,201
4718,2024-02-16,B,14,221
4719,2024-02-16,B,15,235
4720,2024-02-16,B,16,324
4721,2024-02-16,B,17,260
4722,2024-02-16,B,18,357
4723,2024-02-16,B,19,320
4724,2024-02-16,B,20,124
4725,2024-02-16,B,21,212
4726,2024-02-16,B,22,215
4727,2024-02-16,C,6,185
4728,2024-02-16,C,7,352
4729,2024-02-16,C,8,336
4730,2024-02-16,C,9,376
4731,2024-02-16,C,10,205
4732,2024-02-16,C,11,163
4733,2024-02-16,C,12,264
4734,2024-02-16,C,13,173
4735,2024-02-16,C,14,91
4736,2024-02-16,C,15,181
4737,2024-02-16,C,16,361
4738,2024-02-16,C,17,311
4739,2024-02-16,C,18,254
4740,2024-02-16,C,19,278
4741,2024-02-16,C,20,156
4742,2024-02-16,C,21,176
4743,2024-02-16,C,22,189
4744,2024-02-16,D,6,219
4745,2024-02-16,D,7,365
4746,2024-02-16,D,8,367
4747,2024-02-16,D,9,431
4748,2024-02-16,D,10,234
4749,2024-02-16,D,11,230
4750,2024-02-16,D,12,127
4751,2024-02-16,D,13,169
4752,2024-02-16,D,14,136
4753,2024-02-16,D,15,169
4754,2024-02-16,D,16,351
4755,2024-02-16,D,17,304
4756,2024-02-16,D,18,362
4757,2024-02-16,D,19,347
4758,2024-02-16,D,20,202
4759,2024-02-16,D,21,243
4760,2024-02-16,D,22,254
4761,2024-02-16,E,6,218
4762,2024-02-16,E,7,369
4763,2024-02-16,E,8,385
4764,2024-02-16,E,9,303
4765,2024-02-16,E,10,195
4766,2024-02-16,E,11,199
4767,2024-02-16,E,12,185
4768,2024-02-16,E,13,168
4769,2024-02-16,E,14,239
4770,2024-02-16,E,15,206
4771,2024-02-16,E,16,330
4772,2024-02-16,E,17,376
4773,2024-02-16,E,18,312
4774,2024-02-16,E,19,304
4775,2024-02-16,E,20,254
4776,2024-02-16,E,21,140
4777,2024-02-16,E,22,202
4778,2024-02-16,F,6,170
4779,2024-02-16,F,7,371
4780,2024-02-16,F,8,382
4781,2024-02-16,F,9,385
4782,2024-02-16,F,10,241
4783,2024-02-16,F,11,189
4784,2024-02-16,F,12,192
4785,2024-02-16,F,13,221
4786,2024-02-16,F,14,235
4787,2024-02-16,F,15,147
4788,2024-02-16,F,16,332
4789,2024-02-16,F,17,304
4790,2024-02-16,F,18,323
4791,2024-02-16,F,19,305
4792,2024-02-16,F,20,171
4793,2024-02-16,F,21,159
4794,2024-02-16,F,22,193
4795,2024-02-17,A,6,274
4796,2024-02-17,A,7,443
4797,2024-02-17,A,8,515
4798,2024-02-17,A,9,566
4799,2024-02-17,A,10,276
4800,2024-02-17,A,11,258
4801,2024-02-17,A,12,223
4802,2024-02-17,A,13,274
4803,2024-02-17,A,14,319
4804,2024-02-17,A,15,337
4805,2024-02-17,A,16,471
4806,2024-02-17,A,17,449
4807,2024-02-17,A,18,432
4808,2024-02-17,A,19,374
4809,2024-02-17,A,20,256
4810,2024-02-17,A,21,251
4811,2024-02-17,A,22,256
4812,2024-02-17,B,6,231
4813,2024-02-17,B,7,498
4814,2024-02-17,B,8,457
4815,2024-02-17,B,9,453
4816,2024-02-17,B,10,231
4817,2024-02-17,B,11,269
4818,2024-02-17,B,12,319
4819,2024-02-17,B,13,259
4820,2024-02-17,B,14,271
4821,2024-02-17,B,15,337
4822,2024-02-17,B,16,464
4823,2024-02-17,B,17,439
4824,2024-02-17,B,18,437
4825,2024-02-17,B,19,391
4826,2024-02-17,B,20,231
4827,2024-02-17,B,21,265
4828,2024-02-17,B,22,266
4829,2024-02-17,C,6,226
4830,2024-02-17,C,7,496
4831,2024-02-17,C,8,456
4832,2024-02-17,C,9,513
4833,2024-02-17,C,10,257
4834,2024-02-17,C,11,254
4835,2024-02-17,C,12,222
4836,2024-02-17,C,13,226
4837,2024-02-17,C,14,312
4838,2024-02-17,C,15,270
4839,2024-02-17,C,16,431
4840,2024-02-17,C,17,480
4841,2024-02-17,C,18,363
4842,2024-02-17,C,19,442
4843,2024-02-17,C,20,196
4844,2024-02-17,C,21,242
4845,2024-02-17,C,22,214
4846,2024-02-17,D,6,294
4847,2024-02-17,D,7,392
4848,2024-02-17,D,8,458
4849,2024-02-17,D,9,421
4850,2024-02-17,D,10,225
4851,2024-02-17,D,11,231
4852,2024-02-17,D,12,312
4853,2024-02-17,D,13,246
4854,2024-02-17,D,14,329
4855,2024-02-17,D,15,337
4856,2024-02-17,D,16,500
4857,2024-02-17,D,17,413
4858,2024-02-17,D,18,424
4859,2024-02-17,D,19,431
4860,2024-02-17,D,20,245
4861,2024-02-17,D,21,276
4862,2024-02-17,D,22,222
4863,2024-02-17,E,6,184
4864,2024-02-17,E,7,496
4865,2024-02-17,E,8,454
4866,2024-02-17,E,9,428
4867,2024-02-17,E,10,225
4868,2024-02-17,E,11,320
4869,2024-02-17,E,12,278
4870,2024-02-17,E,13,199
4871,2024-02-17,E,14,212
4872,2024-02-17,E,15,248
4873,2024-02-17,E,16,435
4874,2024-02-17,E,17,384
4875,2024-02-17,E,18,409
4876,2024-02-17,E,19,420
4877,2024-02-17,E,20,265
4878,2024-02-17,E,21,164
4879,2024-02-17,E,22,268
4880,2024-02-17,F,6,190
4881,2024-02-17,F,7,456
4882,2024-02-17,F,8,447
4883,2024-02-17,F,9,424
4884,2024-02-17,F,10,293
4885,2024-02-17,F,11,215
4886,2024-02-17,F,12,239
4887,2024-02-17,F,13,295
4888,2024-02-17,F,14,237
4889,2024-02-17,F,15,229
4890,2024-02-17,F,16,405
4891,2024-02-17,F,17,437
4892,2024-02-17,F,18,473
4893,2024-02-17,F,19,378
4894,2024-02-17,F,20,225
4895,2024-02-17,F,21,248
4896,2024-02-17,F,22,269
4897,2024-02-18,A,6,229
4898,2024-02-18,A,7,495
4899,2024-02-18,A,8,431
4900,2024-02-18,A,9,391
4901,2024-02-18,A,10,281
4902,2024-02-18,A,11,285
4903,2024-02-18,A,12,301
4904,2024-02-18,A,13,180
4905,2024-02-18,A,14,233
4906,2024-02-18,A,15,249
4907,2024-02-18,A,16,486
4908,2024-02-18,A,17,409
4909,2024-02-18,A,18,362
4910,2024-02-18,A,19,427
4911,2024-02-18,A,20,312
4912,2024-02-18,A,21,303
4913,2024-02-18,A,22,282
4914,2024-02-18,B,6,270
4915,2024-02-18,B,7,377
4916,2024-02-18,B,8,469
4917,2024-02-18,B,9,475
4918,2024-02-18,B,10,253
4919,2024-02-18,B,11,288
4920,2024-02-18,B,12,252
4921,2024-02-18,B,13,245
4922,2024-02-18,B,14,301
4923,2024-02-18,B,15,243
4924,2024-02-18,B,16,418
4925,2024-02-18,B,17,451
4926,2024-02-18,B,18,375
4927,2024-02-18,B,19,371
4928,2024-02-18,B,20,314
4929,2024-02-18,B,21,236
4930,2024-02-18,B,22,287
4931,2024-02-18,C,6,188
4932,2024-02-18,C,7,367
4933,2024-02-18,C,8,482
4934,2024-02-18,C,9,462
4935,2024-02-18,C,10,274
4936,2024-02-18,C,11,334
4937,2024-02-18,C,12,210
4938,2024-02-18,C,13,261
4939,2024-02-18,C,14,319
4940,2024-02-18,C,15,216
4941,2024-02-18,C,16,392
4942,2024-02-18,C,17,345
4943,2024-02-18,C,18,505
4944,2024-02-18,C,19,327
4945,2024-02-18,C,20,291
4946,2024-02-18,C,21,207
4947,2024-02-18,C,22,217
4948,2024-02-18,D,6,302
4949,2024-02-18,D,7,438
4950,2024-02-18,D,8,494
4951,2024-02-18,D,9,523
4952,2024-02-18,D,10,268
4953,2024-02-18,D,11,295
4954,2024-02-18,D,12,263
4955,2024-02-18,D,13,265
4956,2024-02-18,D,14,234
4957,2024-02-18,D,15,337
4958,2024-02-18,D,16,445
4959,2024-02-18,D,17,436
4960,2024-02-18,D,18,446
4961,2024-02-18,D,19,388
4962,2024-02-18,D,20,297
4963,2024-02-18,D,21,322
4964,2024-02-18,D,22,204
4965,2024-02-18,E,6,281
4966,2024-02-18,E,7,470
4967,2024-02-18,E,8,447
4968,2024-02-18,E,9,424
4969,2024-02-18,E,10,302
4970,2024-02-18,E,11,268
4971,2024-02-18,E,12,251
4972,2024-02-18,E,13,281
4973,2024-02-18,E,14,254
4974,2024-02-18,E,15,231
4975,2024-02-18,E,16,421
4976,2024-02-18,E,17,414
4977,2024-02-18,E,18,345
4978,2024-02-18,E,19,390
4979,2024-02-18,E,20,209
4980,2024-02-18,E,21,193
4981,2024-02-18,E,22,278
4982,2024-02-18,F,6,233
4983,2024-02-18,F,7,509
4984,2024-02-18,F,8,394
4985,2024-02-18,F,9,456
4986,2024-02-18,F,10,235
4987,2024-02-18,F,11,196
4988,2024-02-18,F,12,260
4989,2024-02-18,F,13,200
4990,2024-02-18,F,14,268
4991,2024-02-18,F,15,288
4992,2024-02-18,F,16,426
4993,2024-02-18,F,17,431
4994,2024-02-18,F,18,457
4995,2024-02-18,F,19,414
4996,2024-02-18,F,20,226
4997,2024-02-18,F,21,235
4998,2024-02-18,F,22,236
4999,2024-02-19,A,6,158
5000,2024-02-19,A,7,391
5001,2024-02-19,A,8,381
5002,2024-02-19,A,9,293
5003,2024-02-19,A,10,166
5004,2024-02-19,A,11,156
5005,2024-02-19,A,12,212
5006,2024-02-19,A,13,243
5007,2024-02-19,A,14,217
5008,2024-02-19,A,15,171
5009,2024-02-19,A,16,307
5010,2024-02-19,A,17,264
5011,2024-02-19,A,18,267
5012,2024-02-19,A,19,353
5013,2024-02-19,A,20,257
5014,2024-02-19,A,21,171
5015,2024-02-19,A,22,201
5016,2024-02-19,B,6,228
5017,2024-02-19,B,7,293
5018,2024-02-19,B,8,318
5019,2024-02-19,B,9,439
5020,2024-02-19,B,10,161
5021,2024-02-19,B,11,185
5022,2024-02-19,B,12,175
5023,2024-02-19,B,13,120
5024,2024-02-19,B,14,203
5025,2024-02-19,B,15,198
5026,2024-02-19,B,16,327
5027,2024-02-19,B,17,316
5028,2024-02-19,B,18,301
5029,2024-02-19,B,19,299
5030,2024-02-19,B,20,179
5031,2024-02-19,B,21,160
5032,2024-02-19,B,22,166
5033,2024-02-19,C,6,161
5034,2024-02-19,C,7,382
5035,2024-02-19,C,8,372
5036,2024-02-19,C,9,361
5037,2024-02-19,C,10,277
5038,2024-02-19,C,11,162
5039,2024-02-19,C,12,244
5040,2024-02-19,C,13,189
5041,2024-02-19,C,14,206
5042,2024-02-19,C,15,226
5043,2024-02-19,C,16,300
5044,2024-02-19,C,17,277
5045,2024-02-19,C,18,284
5046,2024-02-19,C,19,235
5047,2024-02-19,C,20,224
5048,2024-02-19,C,21,223
5049,2024-02-19,C,22,263
5050,2024-02-19,D,6,216
5051,2024-02-19,D,7,386
5052,2024-02-19,D,8,356
5053,2024-02-19,D,9,378
5054,2024-02-19,D,10,243
5055,2024-02-19,D,11,207
5056,2024-02-19,D,12,179
5057,2024-02-19,D,13,191
5058,2024-02-19,D,14,230
5059,2024-02-19,D,15,180
5060,2024-02-19,D,16,355
5061,2024-02-19,D,17,396
5062,2024-02-19,D,18,356
5063,2024-02-19,D,19,349
5064,2024-02-19,D,20,213
5065,2024-02-19,D,21,168
5066,2024-02-19,D,22,165
5067,2024-02-19,E,6,164
5068,2024-02-19,E,7,382
5069,2024-02-19,E,8,344
5070,2024-02-19,E,9,358
5071,2024-02-19,E,10,216
5072,2024-02-19,E,11,166
5073,2024-02-19,E,12,179
5074,2024-02-19,E,13,212
5075,2024-02-19,E,14,188
5076,2024-02-19,E,15,192
5077,2024-02-19,E,16,278
5078,2024-02-19,E,17,312
5079,2024-02-19,E,18,386
5080,2024-02-19,E,19,302
5081,2024-02-19,E,20,154
5082,2024-02-19,E,21,238
5083,2024-02-19,E,22,220
5084,2024-02-19,F,6,208
5085,2024-02-19,F,7,307
5086,2024-02-19,F,8,312
5087,2024-02-19,F,9,298
5088,2024-02-19,F,10,217
5089,2024-02-19,F,11,240
5090,2024-02-19,F,12,218
5091,2024-02-19,F,13,277
5092,2024-02-19,F,14,182
5093,2024-02-19,F,15,187
5094,2024-02-19,F,16,324
5095,2024-02-19,F,17,310
5096,2024-02-19,F,18,339
5097,2024-02-19,F,19,294
5098,2024-02-19,F,20,144
5099,2024-02-19,F,21,128
5100,2024-02-19,F,22,219
5101,2024-02-20,A,6,178
5102,2024-02-20,A,7,313
5103,2024-02-20,A,8,335
5104,2024-02-20,A,9,438
5105,2024-02-20,A,10,155
5106,2024-02-20,A,11,229
5107,2024-02-20,A,12,216
5108,2024-02-20,A,13,253
5109,2024-02-20,A,14,195
5110,2024-02-20,A,15,137
5111,2024-02-20,A,16,359
5112,2024-02-20,A,17,310
5113,2024-02-20,A,18,370
5114,2024-02-20,A,19,352
5115,2024-02-20,A,20,239
5116,2024-02-20,A,21,294
5117,2024-02-20,A,22,211
5118,2024-02-20,B,6,257
5119,2024-02-20,B,7,343
5120,2024-02-20,B,8,381
5121,2024-02-20,B,9,339
5122,2024-02-20,B,10,219
5123,2024-02-20,B,11,214
5124,2024-02-20,B,12,117
5125,2024-02-20,B,13,175
5126,2024-02-20,B,14,209
5127,2024-02-20,B,15,109
5128,2024-02-20,B,16,316
5129,2024-02-20,B,17,360
5130,2024-02-20,B,18,372
5131,2024-02-20,B,19,288
5132,2024-02-20,B,20,254
5133,2024-02-20,B,21,248
5134,2024-02-20,B,22,114
5135,2024-02-20,C,6,204
5136,2024-02-20,C,7,369
5137,2024-02-20,C,8,420
5138,2024-02-20,C,9,371
5139,2024-02-20,C,10,255
5140,2024-02-20,C,11,168
5141,2024-02-20,C,12,136
5142,2024-02-20,C,13,174
5143,2024-02-20,C,14,263
5144,2024-02-20,C,15,237
5145,2024-02-20,C,16,412
5146,2024-02-20,C,17,262
5147,2024-02-20,C,18,361
5148,2024-02-20,C,19,350
5149,2024-02-20,C,20,188
5150,2024-02-20,C,21,231
5151,2024-02-20,C,22,205
5152,2024-02-20,D,6,218
5153,2024-02-20,D,7,387
5154,2024-02-20,D,8,399
5155,2024-02-20,D,9,363
5156,2024-02-20,D,10,271
5157,2024-02-20,D,11,191
5158,2024-02-20,D,12,275
5159,2024-02-20,D,13,154
5160,2024-02-20,D,14,160
5161,2024-02-20,D,15,162
5162,2024-02-20,D,16,358
5163,2024-02-20,D,17,287
5164,2024-02-20,D,18,379
5165,2024-02-20,D,19,298
5166,2024-02-20,D,20,215
5167,2024-02-20,D,21,225
5168,2024-02-20,D,22,159
5169,2024-02-20,E,6,144
5170,2024-02-20,E,7,371
5171,2024-02-20,E,8,348
5172,2024-02-20,E,9,379
5173,2024-02-20,E,10,146
5174,2024-02-20,E,11,185
5175,2024-02-20,E,12,192
5176,2024-02-20,E,13,102
5177,2024-02-20,E,14,239
5178,2024-02-20,E,15,169
5179,2024-02-20,E,16,379
5180,2024-02-20,E,17,292
5181,2024-02-20,E,18,299
5182,2024-02-20,E,19,270
5183,2024-02-20,E,20,245
5184,2024-02-20,E,21,218
5185,2024-02-20,E,22,256
5186,2024-02-20,F,6,191
5187,2024-02-20,F,7,358
5188,2024-02-20,F,8,292
5189,2024-02-20,F,9,335
5190,2024-02-20,F,10,206
5191,2024-02-20,F,11,215
5192,2024-02-20,F,12,272
5193,2024-02-20,F,13,125
5194,2024-02-20,F,14,209
5195,2024-02-20,F,15,184
5196,2024-02-20,F,16,323
5197,2024-02-20,F,17,324
5198,2024-02-20,F,18,312
5199,2024-02-20,F,19,274
5200,2024-02-20,F,20,147
5201,2024-02-20,F,21,189
5202,2024-02-20,F,22,143
5203,2024-02-21,A,6,195
5204,2024-02-21,A,7,349
5205,2024-02-21,A,8,261
5206,2024-02-21,A,9,437
5207,2024-02-21,A,10,203
5208,2024-02-21,A,11,102
5209,2024-02-21,A,12,209
5210,2024-02-21,A,13,191
5211,2024-02-21,A,14,147
5212,2024-02-21,A,15,212
5213,2024-02-21,A,16,282
5214,2024-02-21,A,17,327
5215,2024-02-21,A,18,291
5216,2024-02-21,A,19,283
5217,2024-02-21,A,20,199
5218,2024-02-21,A,21,135
5219,2024-02-21,A,22,196
5220,2024-02-21,B,6,226
5221,2024-02-21,B,7,410
5222,2024-02-21,B,8,403
5223,2024-02-21,B,9,414
5224,2024-02-21,B,10,181
5225,2024-02-21,B,11,159
5226,2024-02-21,B,12,232
5227,2024-02-21,B,13,179
5228,2024-02-21,B,14,200
5229,2024-02-21,B,15,229
5230,2024-02-21,B,16,400
5231,2024-02-21,B,17,341
5232,2024-02-21,B,18,328
5233,2024-02-21,B,19,275
5234,2024-02-21,B,20,246
5235,2024-02-21,B,21,216
5236,2024-02-21,B,22,186
5237,2024-02-21,C,6,181
5238,2024-02-21,C,7,343
5239,2024-02-21,C,8,361
5240,2024-02-21,C,9,301
5241,2024-02-21,C,10,248
5242,2024-02-21,C,11,241
5243,2024-02-21,C,12,193
5244,2024-02-21,C,13,183
5245,2024-02-21,C,14,199
5246,2024-02-21,C,15,205
5247,2024-02-21,C,16,307
5248,2024-02-21,C,17,359
5249,2024-02-21,C,18,263
5250,2024-02-21,C,19,291
5251,2024-02-21,C,20,231
5252,2024-02-21,C,21,212
5253,2024-02-21,C,22,172
5254,2024-02-21,D,6,216
5255,2024-02-21,D,7,328
5256,2024-02-21,D,8,347
5257,2024-02-21,D,9,401
5258,2024-02-21,D,10,237
5259,2024-02-21,D,11,211
5260,2024-02-21,D,12,157
5261,2024-02-21,D,13,184
5262,2024-02-21,D,14,203
5263,2024-02-21,D,15,258
5264,2024-02-21,D,16,248
5265,2024-02-21,D,17,285
5266,2024-02-21,D,18,365
5267,2024-02-21,D,19,374
5268,2024-02-21,D,20,197
5269,2024-02-21,D,21,261
5270,2024-02-21,D,22,170
5271,2024-02-21,E,6,139
5272,2024-02-21,E,7,391
5273,2024-02-21,E,8,411
5274,2024-02-21,E,9,411
5275,2024-02-21,E,10,165
5276,2024-02-21,E,11,207
5277,2024-02-21,E,12,233
5278,2024-02-21,E,13,212
5279,2024-02-21,E,14,257
5280,2024-02-21,E,15,183
5281,2024-02-21,E,16,317
5282,2024-02-21,E,17,329
5283,2024-02-21,E,18,353
5284,2024-02-21,E,19,312
5285,2024-02-21,E,20,237
5286,2024-02-21,E,21,264
5287,2024-02-21,E,22,179
5288,2024-02-21,F,6,193
5289,2024-02-21,F,7,398
5290,2024-02-21,F,8,437
5291,2024-02-21,F,9,385
5292,2024-02-21,F,10,168
5293,2024-02-21,F,11,207
5294,2024-02-21,F,12,238
5295,2024-02-21,F,13,167
5296,2024-02-21,F,14,156
5297,2024-02-21,F,15,186
5298,2024-02-21,F,16,346
5299,2024-02-21,F,17,265
5300,2024-02-21,F,18,292
5301,2024-02-21,F,19,330
5302,2024-02-21,F,20,243
5303,2024-02-21,F,21,211
5304,2024-02-21,F,22,214
5305,2024-02-22,A,6,240
5306,2024-02-22,A,7,423
5307,2024-02-22,A,8,419
5308,2024-02-22,A,9,278
5309,2024-02-22,A,10,203
5310,2024-02-22,A,11,236
5311,2024-02-22,A,12,267
5312,2024-02-22,A,13,225
5313,2024-02-22,A,14,165
5314,2024-02-22,A,15,170
5315,2024-02-22,A,16,292
5316,2024-02-22,A,17,332
5317,2024-02-22,A,18,300
5318,2024-02-22,A,19,198
5319,2024-02-22,A,20,152
5320,2024-02-22,A,21,182
5321,2024-02-22,A,22,145
5322,2024-02-22,B,6,151
5323,2024-02-22,B,7,442
5324,2024-02-22,B,8,359
5325,2024-02-22,B,9,344
5326,2024-02-22,B,10,226
5327,2024-02-22,B,11,245
5328,2024-02-22,B,12,289
5329,2024-02-22,B,13,268
5330,2024-02-22,B,14,217
5331,2024-02-22,B,15,138
5332,2024-02-22,B,16,279
5333,2024-02-22,B,17,303
5334,2024-02-22,B,18,340
5335,2024-02-22,B,19,323
5336,2024-02-22,B,20,141
5337,2024-02-22,B,21,133
5338,2024-02-22,B,22,210
5339,2024-02-22,C,6,204
5340,2024-02-22,C,7,351
5341,2024-02-22,C,8,379
5342,2024-02-22,C,9,409
5343,2024-02-22,C,10,212
5344,2024-02-22,C,11,162
5345,2024-02-22,C,12,276
5346,2024-02-22,C,13,192
5347,2024-02-22,C,14,201
5348,2024-02-22,C,15,173
5349,2024-02-22,C,16,277
5350,2024-02-22,C,17,280
5351,2024-02-22,C,18,271
5352,2024-02-22,C,19,199
5353,2024-02-22,C,20,193
5354,2024-02-22,C,21,244
5355,2024-02-22,C,22,160
5356,2024-02-22,D,6,302
5357,2024-02-22,D,7,415
5358,2024-02-22,D,8,359
5359,2024-02-22,D,9,315
5360,2024-02-22,D,10,136
5361,2024-02-22,D,11,195
5362,2024-02-22,D,12,202
5363,2024-02-22,D,13,191
5364,2024-02-22,D,14,242
5365,2024-02-22,D,15,259
5366,2024-02-22,D,16,338
5367,2024-02-22,D,17,341
5368,2024-02-22,D,18,307
5369,2024-02-22,D,19,319
5370,2024-02-22,D,20,216
5371,2024-02-22,D,21,187
5372,2024-02-22,D,22,226
5373,2024-02-22,E,6,157
5374,2024-02-22,E,7,330
5375,2024-02-22,E,8,318
5376,2024-02-22,E,9,333
5377,2024-02-22,E,10,188
5378,2024-02-22,E,11,241
5379,2024-02-22,E,12,201
5380,2024-02-22,E,13,148
5381,2024-02-22,E,14,143
5382,2024-02-22,E,15,183
5383,2024-02-22,E,16,353
5384,2024-02-22,E,17,376
5385,2024-02-22,E,18,256
5386,2024-02-22,E,19,334
5387,2024-02-22,E,20,183
5388,2024-02-22,E,21,187
5389,2024-02-22,E,22,157
5390,2024-02-22,F,6,191
5391,2024-02-22,F,7,315
5392,2024-02-22,F,8,349
5393,2024-02-22,F,9,405
5394,2024-02-22,F,10,225
5395,2024-02-22,F,11,276
5396,2024-02-22,F,12,221
5397,2024-02-22,F,13,206
5398,2024-02-22,F,14,222
5399,2024-02-22,F,15,168
5400,2024-02-22,F,16,236
5401,2024-02-22,F,17,351
5402,2024-02-22,F,18,248
5403,2024-02-22,F,19,364
5404,2024-02-22,F,20,230
5405,2024-02-22,F,21,166
5406,2024-02-22,F,22,182
5407,2024-02-23,A,6,199
5408,2024-02-23,A,7,323
5409,2024-02-23,A,8,381
5410,2024-02-23,A,9,385
5411,2024-02-23,A,10,142
5412,2024-02-23,A,11,167
5413,2024-02-23,A,12,198
5414,2024-02-23,A,13,245
5415,2024-02-23,A,14,226
5416,2024-02-23,A,15,106
5417,2024-02-23,A,16,308
5418,2024-02-23,A,17,338
5419,2024-02-23,A,18,288
5420,2024-02-23,A,19,284
5421,2024-02-23,A,20,170
5422,2024-02-23,A,21,187
5423,2024-02-23,A,22,160
5424,2024-02-23,B,6,226
5425,2024-02-23,B,7,325
5426,2024-02-23,B,8,318
5427,2024-02-23,B,9,344
5428,2024-02-23,B,10,259
5429,2024-02-23,B,11,221
5430,2024-02-23,B,12,223
5431,2024-02-23,B,13,211
5432,2024-02-23,B,14,162
5433,2024-02-23,B,15,174
5434,2024-02-23,B,16,287
5435,2024-02-23,B,17,363
5436,2024-02-23,B,18,331
5437,2024-02-23,B,19,253
5438,2024-02-23,B,20,258
5439,2024-02-23,B,21,186
5440,2024-02-23,B,22,226
5441,2024-02-23,C,6,242
5442,2024-02-23,C,7,257
5443,2024-02-23,C,8,378
5444,2024-02-23,C,9,349
5445,2024-02-23,C,10,103
5446,2024-02-23,C,11,154
5447,2024-02-23,C,12,181
5448,2024-02-23,C,13,233
5449,2024-02-23,C,14,192
5450,2024-02-23,C,15,205
5451,2024-02-23,C,16,305
5452,2024-02-23,C,17,363
5453,2024-02-23,C,18,340
5454,2024-02-23,C,19,326
5455,2024-02-23,C,20,154
5456,2024-02-23,C,21,204
5457,2024-02-23,C,22,311
5458,2024-02-23,D,6,231
5459,2024-02-23,D,7,330
5460,2024-02-23,D,8,434
5461,2024-02-23,D,9,328
5462,2024-02-23,D,10,228
5463,2024-02-23,D,11,198
5464,2024-02-23,D,12,207
5465,2024-02-23,D,13,208
5466,2024-02-23,D,14,190
5467,2024-02-23,D,15,184
5468,2024-02-23,D,16,267
5469,2024-02-23,D,17,274
5470,2024-02-23,D,18,333
5471,2024-02-23,D,19,292
5472,2024-02-23,D,20,163
5473,2024-02-23,D,21,313
5474,2024-02-23,D,22,299
5475,2024-02-23,E,6,223
5476,2024-02-23,E,7,388
5477,2024-02-23,E,8,327
5478,2024-02-23,E,9,312
5479,2024-02-23,E,10,186
5480,2024-02-23,E,11,200
5481,2024-02-23,E,12,228
5482,2024-02-23,E,13,126
5483,2024-02-23,E,14,285
5484,2024-02-23,E,15,209
5485,2024-02-23,E,16,257
5486,2024-02-23,E,17,326
5487,2024-02-23,E,18,283
5488,2024-02-23,E,19,281
5489,2024-02-23,E,20,157
5490,2024-02-23,E,21,189
5491,2024-02-23,E,22,284
5492,2024-02-23,F,6,203
5493,2024-02-23,F,7,387
5494,2024-02-23,F,8,397
5495,2024-02-23,F,9,354
5496,2024-02-23,F,10,153
5497,2024-02-23,F,11,136
5498,2024-02-23,F,12,184
5499,2024-02-23,F,13,245
5500,2024-02-23,F,14,237
5501,2024-02-23,F,15,210
5502,2024-02-23,F,16,335
5503,2024-02-23,F,17,314
5504,2024-02-23,F,18,300
5505,2024-02-23,F,19,290
5506,2024-02-23,F,20,141
5507,2024-02-23,F,21,271
5508,2024-02-23,F,22,206
5509,2024-02-24,A,6,242
5510,2024-02-24,A,7,540
5511,2024-02-24,A,8,548
5512,2024-02-24,A,9,577
5513,2024-02-24,A,10,250
