date,terminal,hour,passenger_count
2024-02-15,A,12,200
2024-02-15,A,13,179
2024-02-15,A,14,176
2024-02-15,A,15,214
2024-02-15,A,16,292
2024-02-15,A,17,275
2024-02-15,A,18,299
2024-02-15,A,19,267
2024-02-15,A,20,274
2024-02-15,A,21,223
2024-02-15,A,22,264
2024-02-15,B,6,219
2024-02-15,B,7,420
2024-02-15,B,8,374
2024-02-15,B,9,389
2024-02-15,B,10,114
2024-02-15,B,11,163
2024-02-15,B,12,201
2024-02-15,B,13,202
2024-02-15,B,14,196
2024-02-15,B,15,218
2024-02-15,B,16,339
2024-02-15,B,17,354
2024-02-15,B,18,346
2024-02-15,B,19,368
2024-02-15,B,20,248
2024-02-15,B,21,206
2024-02-15,B,22,283
2024-02-15,C,6,254
2024-02-15,C,7,327
2024-02-15,C,8,375
2024-02-15,C,9,286
2024-02-15,C,10,133
2024-02-15,C,11,180
2024-02-15,C,12,164
2024-02-15,C,13,180
2024-02-15,C,14,213
2024-02-15,C,15,249
2024-02-15,C,16,366
2024-02-15,C,17,336
2024-02-15,C,18,276
2024-02-15,C,19,297
2024-02-15,C,20,225
2024-02-15,C,21,166
2024-02-15,C,22,149
2024-02-15,D,6,219
2024-02-15,D,7,358
2024-02-15,D,8,351
2024-02-15,D,9,404
2024-02-15,D,10,243
2024-02-15,D,11,271
2024-02-15,D,12,173
2024-02-15,D,13,217
2024-02-15,D,14,200
2024-02-15,D,15,213
2024-02-15,D,16,274
2024-02-15,D,17,263
2024-02-15,D,18,318
2024-02-15,D,19,286
2024-02-15,D,20,237
2024-02-15,D,21,139
2024-02-15,D,22,143
2024-02-15,E,6,183
2024-02-15,E,7,298
2024-02-15,E,8,427
2024-02-15,E,9,352
2024-02-15,E,10,175
2024-02-15,E,11,218
2024-02-15,E,12,235
2024-02-15,E,13,208
2024-02-15,E,14,197
2024-02-15,E,15,160
2024-02-15,E,16,345
2024-02-15,E,17,376
2024-02-15,E,18,311
2024-02-15,E,19,286
2024-02-15,E,20,207
2024-02-15,E,21,200
2024-02-15,E,22,151
2024-02-15,F,6,179
2024-02-15,F,7,431
2024-02-15,F,8,306
2024-02-15,F,9,332
2024-02-15,F,10,162
2024-02-15,F,11,165
2024-02-15,F,12,182
2024-02-15,F,13,217
2024-02-15,F,14,252
2024-02-15,F,15,208
2024-02-15,F,16,292
2024-02-15,F,17,381
2024-02-15,F,18,237
2024-02-15,F,19,346
2024-02-15,F,20,158
2024-02-15,F,21,197
2024-02-15,F,22,222
2024-02-16,A,6,135
2024-02-16,A,7,365
2024-02-16,A,8,368
2024-02-16,A,9,418
2024-02-16,A,10,308
2024-02-16,A,11,137
2024-02-16,A,12,256
2024-02-16,A,13,198
2024-02-16,A,14,167
2024-02-16,A,15,214
2024-02-16,A,16,267
2024-02-16,A,17,270
2024-02-16,A,18,250
2024-02-16,A,19,341
2024-02-16,A,20,213
2024-02-16,A,21,167
2024-02-16,A,22,260
2024-02-16,B,6,173
2024-02-16,B,7,411
2024-02-16,B,8,364
2024-02-16,B,9,332
2024-02-16,B,10,195
2024-02-16,B,11,149
2024-02-16,B,12,208
2024-02-16,B,13,201
2024-02-16,B,14,221
2024-02-16,B,15,235
2024-02-16,B,16,324
2024-02-16,B,17,260
2024-02-16,B,18,357
2024-02-16,B,19,320
2024-02-16,B,20,124
2024-02-16,B,21,212
2024-02-16,B,22,215
2024-02-16,C,6,185
2024-02-16,C,7,352
2024-02-16,C,8,336
2024-02-16,C,9,376
2024-02-16,C,10,205
2024-02-16,C,11,163
2024-02-16,C,12,264
2024-02-16,C,13,173
2024-02-16,C,14,91
2024-02-16,C,15,181
2024-02-16,C,16,361
2024-02-16,C,17,311
2024-02-16,C,18,254
2024-02-16,C,19,278
2024-02-16,C,20,156
2024-02-16,C,21,176
2024-02-16,C,22,189
2024-02-16,D,6,219
2024-02-16,D,7,365
2024-02-16,D,8,367
2024-02-16,D,9,431
2024-02-16,D,10,234
2024-02-16,D,11,230
2024-02-16,D,12,127
2024-02-16,D,13,169
2024-02-16,D,14,136
2024-02-16,D,15,169
2024-02-16,D,16,351
2024-02-16,D,17,304
2024-02-16,D,18,362
2024-02-16,D,19,347
2024-02-16,D,20,202
2024-02-16,D,21,243
2024-02-16,D,22,254
2024-02-16,E,6,218
2024-02-16,E,7,369
2024-02-16,E,8,385
2024-02-16,E,9,303
2024-02-16,E,10,195
2024-02-16,E,11,199
2024-02-16,E,12,185
2024-02-16,E,13,168
2024-02-16,E,14,239
2024-02-16,E,15,206
2024-02-16,E,16,330
2024-02-16,E,17,376
2024-02-16,E,18,312
2024-02-16,E,19,304
2024-02-16,E,20,254
2024-02-16,E,21,140
2024-02-16,E,22,202
2024-02-16,F,6,170
2024-02-16,F,7,371
2024-02-16,F,8,382
2024-02-16,F,9,385
2024-02-16,F,10,241
2024-02-16,F,11,189
2024-02-16,F,12,192
2024-02-16,F,13,221
2024-02-16,F,14,235
2024-02-16,F,15,147
2024-02-16,F,16,332
2024-02-16,F,17,304
2024-02-16,F,18,323
2024-02-16,F,19,305
2024-02-16,F,20,171
2024-02-16,F,21,159
2024-02-16,F,22,193
2024-02-17,A,6,274
2024-02-17,A,7,443
2024-02-17,A,8,515
2024-02-17,A,9,566
2024-02-17,A,10,276
2024-02-17,A,11,258
2024-02-17,A,12,223
2024-02-17,A,13,274
2024-02-17,A,14,319
2024-02-17,A,15,337
2024-02-17,A,16,471
2024-02-17,A,17,449
2024-02-17,A,18,432
2024-02-17,A,19,374
2024-02-17,A,20,256
2024-02-17,A,21,251
2024-02-17,A,22,256
2024-02-17,B,6,231
2024-02-17,B,7,498
2024-02-17,B,8,457
2024-02-17,B,9,453
2024-02-17,B,10,231
2024-02-17,B,11,269
2024-02-17,B,12,319
2024-02-17,B,13,259
2024-02-17,B,14,271
2024-02-17,B,15,337
2024-02-17,B,16,464
2024-02-17,B,17,439
2024-02-17,B,18,437
2024-02-17,B,19,391
2024-02-17,B,20,231
2024-02-17,B,21,265
2024-02-17,B,22,266
2024-02-17,C,6,226
2024-02-17,C,7,496
2024-02-17,C,8,456
2024-02-17,C,9,513
2024-02-17,C,10,257
2024-02-17,C,11,254
2024-02-17,C,12,222
2024-02-17,C,13,226
2024-02-17,C,14,312
2024-02-17,C,15,270
2024-02-17,C,16,431
2024-02-17,C,17,480
2024-02-17,C,18,363
2024-02-17,C,19,442
2024-02-17,C,20,196
2024-02-17,C,21,242
2024-02-17,C,22,214
2024-02-17,D,6,294
2024-02-17,D,7,392
2024-02-17,D,8,458
2024-02-17,D,9,421
2024-02-17,D,10,225
2024-02-17,D,11,231
2024-02-17,D,12,312
2024-02-17,D,13,246
2024-02-17,D,14,329
2024-02-17,D,15,337
2024-02-17,D,16,500
2024-02-17,D,17,413
2024-02-17,D,18,424
2024-02-17,D,19,431
2024-02-17,D,20,245
2024-02-17,D,21,276
2024-02-17,D,22,222
2024-02-17,E,6,184
2024-02-17,E,7,496
2024-02-17,E,8,454
2024-02-17,E,9,428
2024-02-17,E,10,225
2024-02-17,E,11,320
2024-02-17,E,12,278
2024-02-17,E,13,199
2024-02-17,E,14,212
2024-02-17,E,15,248
2024-02-17,E,16,435
2024-02-17,E,17,384
2024-02-17,E,18,409
2024-02-17,E,19,420
2024-02-17,E,20,265
2024-02-17,E,21,164
2024-02-17,E,22,268
2024-02-17,F,6,190
2024-02-17,F,7,456
2024-02-17,F,8,447
2024-02-17,F,9,424
2024-02-17,F,10,293
2024-02-17,F,11,215
2024-02-17,F,12,239
2024-02-17,F,13,295
2024-02-17,F,14,237
2024-02-17,F,15,229
2024-02-17,F,16,405
2024-02-17,F,17,437
2024-02-17,F,18,473
2024-02-17,F,19,378
2024-02-17,F,20,225
2024-02-17,F,21,248
2024-02-17,F,22,269
2024-02-18,A,6,229
2024-02-18,A,7,495
2024-02-18,A,8,431
2024-02-18,A,9,391
2024-02-18,A,10,281
2024-02-18,A,11,285
2024-02-18,A,12,301
2024-02-18,A,13,180
2024-02-18,A,14,233
2024-02-18,A,15,249
2024-02-18,A,16,486
2024-02-18,A,17,409
2024-02-18,A,18,362
2024-02-18,A,19,427
2024-02-18,A,20,312
2024-02-18,A,21,303
2024-02-18,A,22,282
2024-02-18,B,6,270
2024-02-18,B,7,377
2024-02-18,B,8,469
2024-02-18,B,9,475
2024-02-18,B,10,253
2024-02-18,B,11,288
2024-02-18,B,12,252
2024-02-18,B,13,245
2024-02-18,B,14,301
2024-02-18,B,15,243
2024-02-18,B,16,418
2024-02-18,B,17,451
2024-02-18,B,18,375
2024-02-18,B,19,371
2024-02-18,B,20,314
2024-02-18,B,21,236
2024-02-18,B,22,287
2024-02-18,C,6,188
2024-02-18,C,7,367
2024-02-18,C,8,482
2024-02-18,C,9,462
2024-02-18,C,10,274
2024-02-18,C,11,334
2024-02-18,C,12,210
2024-02-18,C,13,261
2024-02-18,C,14,319
2024-02-18,C,15,216
2024-02-18,C,16,392
2024-02-18,C,17,345
2024-02-18,C,18,505
2024-02-18,C,19,327
2024-02-18,C,20,291
2024-02-18,C,21,207
2024-02-18,C,22,217
2024-02-18,D,6,302
2024-02-18,D,7,438
2024-02-18,D,8,494
2024-02-18,D,9,523
2024-02-18,D,10,268
2024-02-18,D,11,295
2024-02-18,D,12,263
2024-02-18,D,13,265
2024-02-18,D,14,234
2024-02-18,D,15,337
2024-02-18,D,16,445
2024-02-18,D,17,436
2024-02-18,D,18,446
2024-02-18,D,19,388
2024-02-18,D,20,297
2024-02-18,D,21,322
2024-02-18,D,22,204
2024-02-18,E,6,281
2024-02-18,E,7,470
2024-02-18,E,8,447
2024-02-18,E,9,424
2024-02-18,E,10,302
2024-02-18,E,11,268
2024-02-18,E,12,251
2024-02-18,E,13,281
2024-02-18,E,14,254
2024-02-18,E,15,231
2024-02-18,E,16,421
2024-02-18,E,17,414
2024-02-18,E,18,345
2024-02-18,E,19,390
2024-02-18,E,20,209
2024-02-18,E,21,193
2024-02-18,E,22,278
2024-02-18,F,6,233
2024-02-18,F,7,509
2024-02-18,F,8,394
2024-02-18,F,9,456
2024-02-18,F,10,235
2024-02-18,F,11,196
2024-02-18,F,12,260
2024-02-18,F,13,200
2024-02-18,F,14,268
2024-02-18,F,15,288
2024-02-18,F,16,426
2024-02-18,F,17,431
2024-02-18,F,18,457
2024-02-18,F,19,414
2024-02-18,F,20,226
2024-02-18,F,21,235
2024-02-18,F,22,236
2024-02-19,A,6,158
2024-02-19,A,7,391
2024-02-19,A,8,381
2024-02-19,A,9,293
2024-02-19,A,10,166
2024-02-19,A,11,156
2024-02-19,A,12,212
2024-02-19,A,13,243
2024-02-19,A,14,217
2024-02-19,A,15,171
2024-02-19,A,16,307
2024-02-19,A,17,264
2024-02-19,A,18,267
2024-02-19,A,19,353
2024-02-19,A,20,257
2024-02-19,A,21,171
2024-02-19,A,22,201
2024-02-19,B,6,228
2024-02-19,B,7,293
2024-02-19,B,8,318
2024-02-19,B,9,439
2024-02-19,B,10,161
2024-02-19,B,11,185
2024-02-19,B,12,175
2024-02-19,B,13,120
2024-02-19,B,14,203
2024-02-19,B,15,198
2024-02-19,B,16,327
2024-02-19,B,17,316
2024-02-19,B,18,301
2024-02-19,B,19,299
2024-02-19,B,20,179
2024-02-19,B,21,160
2024-02-19,B,22,166
2024-02-19,C,6,161
2024-02-19,C,7,382
2024-02-19,C,8,372
2024-02-19,C,9,361
2024-02-19,C,10,277
2024-02-19,C,11,162
2024-02-19,C,12,244
2024-02-19,C,13,189
2024-02-19,C,14,206
2024-02-19,C,15,226
2024-02-19,C,16,300
2024-02-19,C,17,277
2024-02-19,C,18,284
2024-02-19,C,19,235
2024-02-19,C,20,224
2024-02-19,C,21,223
2024-02-19,C,22,263
2024-02-19,D,6,216
2024-02-19,D,7,386
2024-02-19,D,8,356
2024-02-19,D,9,378
2024-02-19,D,10,243
2024-02-19,D,11,207
2024-02-19,D,12,179
2024-02-19,D,13,191
2024-02-19,D,14,230
2024-02-19,D,15,180
2024-02-19,D,16,355
2024-02-19,D,17,396
2024-02-19,D,18,356
2024-02-19,D,19,349
2024-02-19,D,20,213
2024-02-19,D,21,168
2024-02-19,D,22,165
2024-02-19,E,6,164
2024-02-19,E,7,382
2024-02-19,E,8,344
2024-02-19,E,9,358
2024-02-19,E,10,216
2024-02-19,E,11,166
2024-02-19,E,12,179
2024-02-19,E,13,212
2024-02-19,E,14,188
2024-02-19,E,15,192
2024-02-19,E,16,278
2024-02-19,E,17,312
2024-02-19,E,18,386
2024-02-19,E,19,302
2024-02-19,E,20,154
2024-02-19,E,21,238
2024-02-19,E,22,220
2024-02-19,F,6,208
2024-02-19,F,7,307
2024-02-19,F,8,312
2024-02-19,F,9,298
2024-02-19,F,10,217
2024-02-19,F,11,240
2024-02-19,F,12,218
2024-02-19,F,13,277
2024-02-19,F,14,182
2024-02-19,F,15,187
2024-02-19,F,16,324
2024-02-19,F,17,310
2024-02-19,F,18,339
2024-02-19,F,19,294
2024-02-19,F,20,144
2024-02-19,F,21,128
2024-02-19,F,22,219
2024-02-20,A,6,178
2024-02-20,A,7,313
2024-02-20,A,8,335
2024-02-20,A,9,438
2024-02-20,A,10,155
2024-02-20,A,11,229
2024-02-20,A,12,216
2024-02-20,A,13,253
2024-02-20,A,14,195
2024-02-20,A,15,137
2024-02-20,A,16,359
2024-02-20,A,17,310
2024-02-20,A,18,370
2024-02-20,A,19,352
2024-02-20,A,20,239
2024-02-20,A,21,294
2024-02-20,A,22,211
2024-02-20,B,6,257
2024-02-20,B,7,343
2024-02-20,B,8,381
2024-02-20,B,9,339
2024-02-20,B,10,219
2024-02-20,B,11,214
2024-02-20,B,12,117
2024-02-20,B,13,175
2024-02-20,B,14,209
2024-02-20,B,15,109
2024-02-20,B,16,316
2024-02-20,B,17,360
2024-02-20,B,18,372
2024-02-20,B,19,288
2024-02-20,B,20,254
2024-02-20,B,21,248
2024-02-20,B,22,114
2024-02-20,C,6,204
2024-02-20,C,7,369
2024-02-20,C,8,420
2024-02-20,C,9,371
2024-02-20,C,10,255
2024-02-20,C,11,168
2024-02-20,C,12,136
2024-02-20,C,13,174
2024-02-20,C,14,263
2024-02-20,C,15,237
2024-02-20,C,16,412
2024-02-20,C,17,262
2024-02-20,C,18,361
2024-02-20,C,19,350
2024-02-20,C,20,188
2024-02-20,C,21,231
2024-02-20,C,22,205
2024-02-20,D,6,218
2024-02-20,D,7,387
2024-02-20,D,8,399
2024-02-20,D,9,363
2024-02-20,D,10,271
2024-02-20,D,11,191
2024-02-20,D,12,275
2024-02-20,D,13,154
2024-02-20,D,14,160
2024-02-20,D,15,162
2024-02-20,D,16,358
2024-02-20,D,17,287
2024-02-20,D,18,379
2024-02-20,D,19,298
2024-02-20,D,20,215
2024-02-20,D,21,225
2024-02-20,D,22,159
2024-02-20,E,6,144
2024-02-20,E,7,371
2024-02-20,E,8,348
2024-02-20,E,9,379
2024-02-20,E,10,146
2024-02-20,E,11,185
2024-02-20,E,12,192
2024-02-20,E,13,102
2024-02-20,E,14,239
2024-02-20,E,15,169
2024-02-20,E,16,379
2024-02-20,E,17,292
2024-02-20,E,18,299
2024-02-20,E,19,270
2024-02-20,E,20,245
2024-02-20,E,21,218
2024-02-20,E,22,256
2024-02-20,F,6,191
2024-02-20,F,7,358
2024-02-20,F,8,292
2024-02-20,F,9,335
2024-02-20,F,10,206
2024-02-20,F,11,215
2024-02-20,F,12,272
2024-02-20,F,13,125
2024-02-20,F,14,209
2024-02-20,F,15,184
2024-02-20,F,16,323
2024-02-20,F,17,324
2024-02-20,F,18,312
2024-02-20,F,19,274
2024-02-20,F,20,147
2024-02-20,F,21,189
2024-02-20,F,22,143
2024-02-21,A,6,195
2024-02-21,A,7,349
2024-02-21,A,8,261
2024-02-21,A,9,437
2024-02-21,A,10,203
2024-02-21,A,11,102
2024-02-21,A,12,209
2024-02-21,A,13,191
2024-02-21,A,14,147
2024-02-21,A,15,212
2024-02-21,A,16,282
2024-02-21,A,17,327
2024-02-21,A,18,291
2024-02-21,A,19,283
2024-02-21,A,20,199
2024-02-21,A,21,135
2024-02-21,A,22,196
2024-02-21,B,6,226
2024-02-21,B,7,410
2024-02-21,B,8,403
2024-02-21,B,9,414
2024-02-21,B,10,181
2024-02-21,B,11,159
2024-02-21,B,12,232
2024-02-21,B,13,179
2024-02-21,B,14,200
2024-02-21,B,15,229
2024-02-21,B,16,400
2024-02-21,B,17,341
2024-02-21,B,18,328
2024-02-21,B,19,275
2024-02-21,B,20,246
2024-02-21,B,21,216
2024-02-21,B,22,186
2024-02-21,C,6,181
2024-02-21,C,7,343
2024-02-21,C,8,361
2024-02-21,C,9,301
2024-02-21,C,10,248
2024-02-21,C,11,241
2024-02-21,C,12,193
2024-02-21,C,13,183
2024-02-21,C,14,199
2024-02-21,C,15,205
2024-02-21,C,16,307
2024-02-21,C,17,359
2024-02-21,C,18,263
2024-02-21,C,19,291
2024-02-21,C,20,231
2024-02-21,C,21,212
2024-02-21,C,22,172
2024-02-21,D,6,216
2024-02-21,D,7,328
2024-02-21,D,8,347
2024-02-21,D,9,401
2024-02-21,D,10,237
2024-02-21,D,11,211
2024-02-21,D,12,157
2024-02-21,D,13,184
2024-02-21,D,14,203
2024-02-21,D,15,258
2024-02-21,D,16,248
2024-02-21,D,17,285
2024-02-21,D,18,365
2024-02-21,D,19,374
2024-02-21,D,20,197
2024-02-21,D,21,261
2024-02-21,D,22,170
2024-02-21,E,6,139
2024-02-21,E,7,391
2024-02-21,E,8,411
2024-02-21,E,9,411
2024-02-21,E,10,165
2024-02-21,E,11,207
2024-02-21,E,12,233
2024-02-21,E,13,212
2024-02-21,E,14,257
2024-02-21,E,15,183
2024-02-21,E,16,317
2024-02-21,E,17,329
2024-02-21,E,18,353
2024-02-21,E,19,312
2024-02-21,E,20,237
2024-02-21,E,21,264
2024-02-21,E,22,179
2024-02-21,F,6,193
2024-02-21,F,7,398
2024-02-21,F,8,437
2024-02-21,F,9,385
2024-02-21,F,10,168
2024-02-21,F,11,207
2024-02-21,F,12,238
2024-02-21,F,13,167
2024-02-21,F,14,156
2024-02-21,F,15,186
2024-02-21,F,16,346
2024-02-21,F,17,265
2024-02-21,F,18,292
2024-02-21,F,19,330
2024-02-21,F,20,243
2024-02-21,F,21,211
2024-02-21,F,22,214
2024-02-22,A,6,240
2024-02-22,A,7,423
2024-02-22,A,8,419
2024-02-22,A,9,278
2024-02-22,A,10,203
2024-02-22,A,11,236
2024-02-22,A,12,267
2024-02-22,A,13,225
2024-02-22,A,14,165
2024-02-22,A,15,170
2024-02-22,A,16,292
2024-02-22,A,17,332
2024-02-22,A,18,300
2024-02-22,A,19,198
2024-02-22,A,20,152
2024-02-22,A,21,182
2024-02-22,A,22,145
2024-02-22,B,6,151
2024-02-22,B,7,442
2024-02-22,B,8,359
2024-02-22,B,9,344
2024-02-22,B,10,226
2024-02-22,B,11,245
2024-02-22,B,12,289
2024-02-22,B,13,268
2024-02-22,B,14,217
2024-02-22,B,15,138
2024-02-22,B,16,279
2024-02-22,B,17,303
2024-02-22,B,18,340
2024-02-22,B,19,323
2024-02-22,B,20,141
2024-02-22,B,21,133
2024-02-22,B,22,210
2024-02-22,C,6,204
2024-02-22,C,7,351
2024-02-22,C,8,379
2024-02-22,C,9,409
2024-02-22,C,10,212
2024-02-22,C,11,162
2024-02-22,C,12,276
2024-02-22,C,13,192
2024-02-22,C,14,201
2024-02-22,C,15,173
2024-02-22,C,16,277
2024-02-22,C,17,280
2024-02-22,C,18,271
2024-02-22,C,19,199
2024-02-22,C,20,193
2024-02-22,C,21,244
2024-02-22,C,22,160
2024-02-22,D,6,302
2024-02-22,D,7,415
2024-02-22,D,8,359
2024-02-22,D,9,315
2024-02-22,D,10,136
2024-02-22,D,11,195
2024-02-22,D,12,202
2024-02-22,D,13,191
2024-02-22,D,14,242
2024-02-22,D,15,259
2024-02-22,D,16,338
2024-02-22,D,17,341
2024-02-22,D,18,307
2024-02-22,D,19,319
2024-02-22,D,20,216
2024-02-22,D,21,187
2024-02-22,D,22,226
2024-02-22,E,6,157
2024-02-22,E,7,330
2024-02-22,E,8,318
2024-02-22,E,9,333
2024-02-22,E,10,188
2024-02-22,E,11,241
2024-02-22,E,12,201
2024-02-22,E,13,148
2024-02-22,E,14,143
2024-02-22,E,15,183
2024-02-22,E,16,353
2024-02-22,E,17,376
2024-02-22,E,18,256
2024-02-22,E,19,334
2024-02-22,E,20,183
2024-02-22,E,21,187
2024-02-22,E,22,157
2024-02-22,F,6,191
2024-02-22,F,7,315
2024-02-22,F,8,349
2024-02-22,F,9,405
2024-02-22,F,10,225
2024-02-22,F,11,276
2024-02-22,F,12,221
2024-02-22,F,13,206
2024-02-22,F,14,222
2024-02-22,F,15,168
2024-02-22,F,16,236
2024-02-22,F,17,351
2024-02-22,F,18,248
2024-02-22,F,19,364
2024-02-22,F,20,230
2024-02-22,F,21,166
2024-02-22,F,22,182
2024-02-23,A,6,199
2024-02-23,A,7,323
2024-02-23,A,8,381
2024-02-23,A,9,385
2024-02-23,A,10,142
2024-02-23,A,11,167
2024-02-23,A,12,198
2024-02-23,A,13,245
2024-02-23,A,14,226
2024-02-23,A,15,106
2024-02-23,A,16,308
2024-02-23,A,17,338
2024-02-23,A,18,288
2024-02-23,A,19,284
2024-02-23,A,20,170
2024-02-23,A,21,187
2024-02-23,A,22,160
2024-02-23,B,6,226
2024-02-23,B,7,325
2024-02-23,B,8,318
2024-02-23,B,9,344
2024-02-23,B,10,259
2024-02-23,B,11,221
2024-02-23,B,12,223
2024-02-23,B,13,211
2024-02-23,B,14,162
2024-02-23,B,15,174
2024-02-23,B,16,287
2024-02-23,B,17,363
2024-02-23,B,18,331
2024-02-23,B,19,253
2024-02-23,B,20,258
2024-02-23,B,21,186
2024-02-23,B,22,226
2024-02-23,C,6,242
2024-02-23,C,7,257
2024-02-23,C,8,378
2024-02-23,C,9,349
2024-02-23,C,10,103
2024-02-23,C,11,154
2024-02-23,C,12,181
2024-02-23,C,13,233
2024-02-23,C,14,192
2024-02-23,C,15,205
2024-02-23,C,16,305
2024-02-23,C,17,363
2024-02-23,C,18,340
2024-02-23,C,19,326
2024-02-23,C,20,154
2024-02-23,C,21,204
2024-02-23,C,22,311
2024-02-23,D,6,231
2024-02-23,D,7,330
2024-02-23,D,8,434
2024-02-23,D,9,328
2024-02-23,D,10,228
2024-02-23,D,11,198
2024-02-23,D,12,207
2024-02-23,D,13,208
2024-02-23,D,14,190
2024-02-23,D,15,184
2024-02-23,D,16,267
2024-02-23,D,17,274
2024-02-23,D,18,333
2024-02-23,D,19,292
2024-02-23,D,20,163
2024-02-23,D,21,313
2024-02-23,D,22,299
2024-02-23,E,6,223
2024-02-23,E,7,388
2024-02-23,E,8,327
2024-02-23,E,9,312
2024-02-23,E,10,186
2024-02-23,E,11,200
2024-02-23,E,12,228
2024-02-23,E,13,126
2024-02-23,E,14,285
2024-02-23,E,15,209
2024-02-23,E,16,257
2024-02-23,E,17,326
2024-02-23,E,18,283
2024-02-23,E,19,281
2024-02-23,E,20,157
2024-02-23,E,21,189
2024-02-23,E,22,284
2024-02-23,F,6,203
2024-02-23,F,7,387
2024-02-23,F,8,397
2024-02-23,F,9,354
2024-02-23,F,10,153
2024-02-23,F,11,136
2024-02-23,F,12,184
2024-02-23,F,13,245
2024-02-23,F,14,237
2024-02-23,F,15,210
2024-02-23,F,16,335
2024-02-23,F,17,314
2024-02-23,F,18,300
2024-02-23,F,19,290
2024-02-23,F,20,141
2024-02-23,F,21,271
2024-02-23,F,22,206
2024-02-24,A,6,242
2024-02-24,A,7,540
2024-02-24,A,8,548
2024-02-24,A,9,577
2024-02-24,A,10,250
2024-02-24,A,11,264
2024-02-24,A,12,286
2024-02-24,A,13,326
2024-02-24,A,14,262
2024-02-24,A,15,220
2024-02-24,A,16,385
2024-02-24,A,17,463
2024-02-24,A,18,440
2024-02-24,A,19,409
2024-02-24,A,20,250
2024-02-24,A,21,253
2024-02-24,A,22,309
2024-02-24,B,6,228
2024-02-24,B,7,419
2024-02-24,B,8,540
2024-02-24,B,9,469
2024-02-24,B,10,256
2024-02-24,B,11,286
2024-02-24,B,12,220
2024-02-24,B,13,290
2024-02-24,B,14,244
2024-02-24,B,15,305
2024-02-24,B,16,354
2024-02-24,B,17,434
2024-02-24,B,18,406
2024-02-24,B,19,387
2024-02-24,B,20,290
2024-02-24,B,21,254
2024-02-24,B,22,278
2024-02-24,C,6,310
2024-02-24,C,7,499
2024-02-24,C,8,424
2024-02-24,C,9,446
2024-02-24,C,10,278
2024-02-24,C,11,291
2024-02-24,C,12,244
2024-02-24,C,13,267
2024-02-24,C,14,267
2024-02-24,C,15,273
2024-02-24,C,16,368
2024-02-24,C,17,359
2024-02-24,C,18,325
2024-02-24,C,19,420
2024-02-24,C,20,205
2024-02-24,C,21,345
2024-02-24,C,22,286
2024-02-24,D,6,212
2024-02-24,D,7,513
2024-02-24,D,8,513
2024-02-24,D,9,516
2024-02-24,D,10,227
2024-02-24,D,11,288
2024-02-24,D,12,309
2024-02-24,D,13,322
2024-02-24,D,14,199
2024-02-24,D,15,251
2024-02-24,D,16,382
2024-02-24,D,17,490
2024-02-24,D,18,435
2024-02-24,D,19,451
2024-02-24,D,20,279
2024-02-24,D,21,275
2024-02-24,D,22,225
2024-02-24,E,6,242
2024-02-24,E,7,470
2024-02-24,E,8,442
2024-02-24,E,9,434
2024-02-24,E,10,251
2024-02-24,E,11,235
2024-02-24,E,12,261
2024-02-24,E,13,242
2024-02-24,E,14,232
2024-02-24,E,15,222
2024-02-24,E,16,416
2024-02-24,E,17,451
2024-02-24,E,18,442
2024-02-24,E,19,354
2024-02-24,E,20,294
2024-02-24,E,21,285
2024-02-24,E,22,295
2024-02-24,F,6,303
2024-02-24,F,7,438
2024-02-24,F,8,456
2024-02-24,F,9,539
2024-02-24,F,10,329
2024-02-24,F,11,256
2024-02-24,F,12,284
2024-02-24,F,13,287
2024-02-24,F,14,330
2024-02-24,F,15,273
2024-02-24,F,16,367
2024-02-24,F,17,396
2024-02-24,F,18,541
2024-02-24,F,19,365
2024-02-24,F,20,262
2024-02-24,F,21,352
2024-02-24,F,22,228
2024-02-25,A,6,150
2024-02-25,A,7,366
2024-02-25,A,8,436
2024-02-25,A,9,397
2024-02-25,A,10,301
2024-02-25,A,11,270
2024-02-25,A,12,174
2024-02-25,A,13,196
2024-02-25,A,14,309
2024-02-25,A,15,267
2024-02-25,A,16,473
2024-02-25,A,17,460
2024-02-25,A,18,369
2024-02-25,A,19,451
2024-02-25,A,20,282
2024-02-25,A,21,181
2024-02-25,A,22,205
2024-02-25,B,6,357
2024-02-25,B,7,430
2024-02-25,B,8,484
2024-02-25,B,9,460
2024-02-25,B,10,267
2024-02-25,B,11,255
2024-02-25,B,12,298
2024-02-25,B,13,297
2024-02-25,B,14,264
2024-02-25,B,15,223
2024-02-25,B,16,393
2024-02-25,B,17,352
2024-02-25,B,18,402
2024-02-25,B,19,345
2024-02-25,B,20,268
2024-02-25,B,21,271
2024-02-25,B,22,300
2024-02-25,C,6,211
2024-02-25,C,7,421
2024-02-25,C,8,528
2024-02-25,C,9,413
2024-02-25,C,10,342
2024-02-25,C,11,223
2024-02-25,C,12,223
2024-02-25,C,13,293
2024-02-25,C,14,281
2024-02-25,C,15,325
2024-02-25,C,16,340
2024-02-25,C,17,437
2024-02-25,C,18,414
2024-02-25,C,19,372
2024-02-25,C,20,335
2024-02-25,C,21,269
2024-02-25,C,22,257
2024-02-25,D,6,278
2024-02-25,D,7,398
2024-02-25,D,8,418
2024-02-25,D,9,454
2024-02-25,D,10,272
2024-02-25,D,11,310
2024-02-25,D,12,224
2024-02-25,D,13,215
2024-02-25,D,14,280
2024-02-25,D,15,254
