date,terminal,hour,wait_time_minutes
2024-02-14,B,21,16.9
2024-02-14,B,22,13.5
2024-02-14,C,6,12.3
2024-02-14,C,7,44.5
2024-02-14,C,8,33.5
2024-02-14,C,9,43.8
2024-02-14,C,10,11.2
2024-02-14,C,11,18.7
2024-02-14,C,12,14.3
2024-02-14,C,13,9.8
2024-02-14,C,14,20.4
2024-02-14,C,15,11.8
2024-02-14,C,16,43.1
2024-02-14,C,17,31.1
2024-02-14,C,18,29.9
2024-02-14,C,19,39.2
2024-02-14,C,20,15.1
2024-02-14,C,21,14.3
2024-02-14,C,22,17.9
2024-02-14,D,6,18.7
2024-02-14,D,7,37.9
2024-02-14,D,8,40.0
2024-02-14,D,9,37.2
2024-02-14,D,10,16.9
2024-02-14,D,11,25.5
2024-02-14,D,12,15.2
2024-02-14,D,13,17.4
2024-02-14,D,14,23.5
2024-02-14,D,15,17.6
2024-02-14,D,16,32.8
2024-02-14,D,17,28.3
2024-02-14,D,18,29.3
2024-02-14,D,19,30.5
2024-02-14,D,20,12.3
2024-02-14,D,21,8.5
2024-02-14,D,22,22.0
2024-02-14,E,6,19.2
2024-02-14,E,7,41.7
2024-02-14,E,8,42.4
2024-02-14,E,9,43.3
2024-02-14,E,10,10.7
2024-02-14,E,11,12.7
2024-02-14,E,12,17.0
2024-02-14,E,13,15.5
2024-02-14,E,14,12.9
2024-02-14,E,15,10.7
2024-02-14,E,16,40.7
2024-02-14,E,17,45.3
2024-02-14,E,18,29.3
2024-02-14,E,19,33.9
2024-02-14,E,20,15.4
2024-02-14,E,21,25.8
2024-02-14,E,22,13.8
2024-02-14,F,6,19.0
2024-02-14,F,7,36.4
2024-02-14,F,8,46.1
2024-02-14,F,9,32.3
2024-02-14,F,10,11.9
2024-02-14,F,11,9.2
2024-02-14,F,12,12.4
2024-02-14,F,13,13.7
2024-02-14,F,14,19.4
2024-02-14,F,15,15.6
2024-02-14,F,16,29.9
2024-02-14,F,17,46.0
2024-02-14,F,18,43.7
2024-02-14,F,19,38.0
2024-02-14,F,20,15.8
2024-02-14,F,21,9.7
2024-02-14,F,22,13.2
2024-02-15,A,6,12.5
2024-02-15,A,7,48.6
2024-02-15,A,8,41.1
2024-02-15,A,9,44.6
2024-02-15,A,10,11.3
2024-02-15,A,11,22.4
2024-02-15,A,12,15.2
2024-02-15,A,13,15.2
2024-02-15,A,14,13.2
2024-02-15,A,15,17.0
2024-02-15,A,16,39.2
2024-02-15,A,17,32.4
2024-02-15,A,18,39.8
2024-02-15,A,19,29.7
2024-02-15,A,20,21.4
2024-02-15,A,21,17.9
2024-02-15,A,22,17.1
2024-02-15,B,6,10.4
2024-02-15,B,7,41.5
2024-02-15,B,8,48.3
2024-02-15,B,9,52.9
2024-02-15,B,10,6.4
2024-02-15,B,11,15.6
2024-02-15,B,12,14.7
2024-02-15,B,13,12.7
2024-02-15,B,14,18.2
2024-02-15,B,15,16.1
2024-02-15,B,16,52.9
2024-02-15,B,17,35.6
2024-02-15,B,18,37.1
2024-02-15,B,19,35.2
2024-02-15,B,20,20.3
2024-02-15,B,21,18.5
2024-02-15,B,22,16.8
2024-02-15,C,6,22.3
2024-02-15,C,7,34.4
2024-02-15,C,8,36.6
2024-02-15,C,9,25.3
2024-02-15,C,10,12.2
2024-02-15,C,11,15.0
2024-02-15,C,12,12.0
2024-02-15,C,13,16.1
2024-02-15,C,14,18.4
2024-02-15,C,15,22.5
2024-02-15,C,16,51.1
2024-02-15,C,17,38.9
2024-02-15,C,18,39.9
2024-02-15,C,19,40.4
2024-02-15,C,20,20.1
2024-02-15,C,21,9.9
2024-02-15,C,22,12.1
2024-02-15,D,6,18.2
2024-02-15,D,7,41.4
2024-02-15,D,8,38.7
2024-02-15,D,9,49.6
2024-02-15,D,10,21.7
2024-02-15,D,11,16.2
2024-02-15,D,12,16.7
2024-02-15,D,13,13.5
2024-02-15,D,14,15.0
2024-02-15,D,15,14.8
2024-02-15,D,16,27.4
2024-02-15,D,17,34.3
2024-02-15,D,18,36.3
2024-02-15,D,19,35.3
2024-02-15,D,20,20.8
2024-02-15,D,21,7.9
2024-02-15,D,22,10.5
2024-02-15,E,6,16.3
2024-02-15,E,7,36.7
2024-02-15,E,8,35.2
2024-02-15,E,9,45.5
2024-02-15,E,10,15.3
2024-02-15,E,11,14.9
2024-02-15,E,12,20.0
2024-02-15,E,13,16.1
2024-02-15,E,14,16.9
2024-02-15,E,15,9.3
2024-02-15,E,16,36.6
2024-02-15,E,17,49.6
2024-02-15,E,18,37.6
2024-02-15,E,19,35.8
2024-02-15,E,20,16.0
2024-02-15,E,21,17.4
2024-02-15,E,22,11.8
2024-02-15,F,6,12.3
2024-02-15,F,7,46.4
2024-02-15,F,8,41.7
2024-02-15,F,9,43.5
2024-02-15,F,10,11.0
2024-02-15,F,11,12.4
2024-02-15,F,12,12.5
2024-02-15,F,13,17.8
2024-02-15,F,14,23.2
2024-02-15,F,15,21.7
2024-02-15,F,16,25.7
2024-02-15,F,17,48.2
2024-02-15,F,18,26.5
2024-02-15,F,19,36.6
2024-02-15,F,20,10.9
2024-02-15,F,21,20.0
2024-02-15,F,22,13.4
2024-02-16,A,6,13.0
2024-02-16,A,7,56.1
2024-02-16,A,8,57.2
2024-02-16,A,9,72.2
2024-02-16,A,10,27.8
2024-02-16,A,11,15.6
2024-02-16,A,12,26.4
2024-02-16,A,13,20.7
2024-02-16,A,14,16.2
2024-02-16,A,15,22.8
2024-02-16,A,16,38.0
2024-02-16,A,17,37.2
2024-02-16,A,18,33.5
2024-02-16,A,19,52.4
2024-02-16,A,20,17.7
2024-02-16,A,21,16.9
2024-02-16,A,22,23.9
2024-02-16,B,6,17.7
2024-02-16,B,7,58.9
2024-02-16,B,8,59.9
2024-02-16,B,9,53.1
2024-02-16,B,10,21.2
2024-02-16,B,11,15.9
2024-02-16,B,12,21.0
2024-02-16,B,13,20.2
2024-02-16,B,14,17.0
2024-02-16,B,15,27.1
2024-02-16,B,16,49.1
2024-02-16,B,17,44.7
2024-02-16,B,18,47.7
2024-02-16,B,19,55.4
2024-02-16,B,20,12.5
2024-02-16,B,21,20.2
2024-02-16,B,22,27.5
2024-02-16,C,6,20.3
2024-02-16,C,7,64.1
2024-02-16,C,8,50.2
2024-02-16,C,9,61.4
2024-02-16,C,10,24.6
2024-02-16,C,11,16.2
2024-02-16,C,12,28.9
2024-02-16,C,13,18.4
2024-02-16,C,14,10.6
2024-02-16,C,15,15.8
2024-02-16,C,16,57.3
2024-02-16,C,17,51.5
2024-02-16,C,18,33.2
2024-02-16,C,19,35.1
2024-02-16,C,20,12.2
2024-02-16,C,21,24.0
2024-02-16,C,22,17.5
2024-02-16,D,6,27.6
2024-02-16,D,7,51.5
2024-02-16,D,8,62.2
2024-02-16,D,9,68.2
2024-02-16,D,10,32.0
2024-02-16,D,11,29.1
2024-02-16,D,12,13.6
2024-02-16,D,13,18.4
2024-02-16,D,14,15.6
2024-02-16,D,15,24.6
2024-02-16,D,16,51.6
2024-02-16,D,17,35.7
2024-02-16,D,18,54.6
2024-02-16,D,19,45.7
2024-02-16,D,20,21.7
2024-02-16,D,21,29.6
2024-02-16,D,22,28.4
2024-02-16,E,6,20.7
2024-02-16,E,7,52.1
2024-02-16,E,8,47.1
2024-02-16,E,9,52.6
2024-02-16,E,10,22.8
2024-02-16,E,11,17.3
2024-02-16,E,12,26.5
2024-02-16,E,13,16.9
2024-02-16,E,14,26.0
2024-02-16,E,15,20.3
2024-02-16,E,16,51.1
2024-02-16,E,17,55.5
2024-02-16,E,18,35.9
2024-02-16,E,19,52.1
2024-02-16,E,20,23.1
2024-02-16,E,21,16.6
2024-02-16,E,22,20.3
2024-02-16,F,6,17.8
2024-02-16,F,7,57.9
2024-02-16,F,8,56.8
2024-02-16,F,9,62.3
2024-02-16,F,10,22.4
2024-02-16,F,11,22.7
2024-02-16,F,12,16.9
2024-02-16,F,13,19.8
2024-02-16,F,14,26.6
2024-02-16,F,15,17.7
2024-02-16,F,16,50.4
2024-02-16,F,17,54.2
2024-02-16,F,18,41.1
2024-02-16,F,19,36.6
2024-02-16,F,20,20.0
2024-02-16,F,21,16.8
2024-02-16,F,22,22.5
2024-02-17,A,6,18.5
2024-02-17,A,7,46.3
2024-02-17,A,8,72.8
2024-02-17,A,9,61.5
2024-02-17,A,10,26.8
2024-02-17,A,11,23.0
2024-02-17,A,12,17.1
2024-02-17,A,13,26.6
2024-02-17,A,14,26.8
2024-02-17,A,15,27.0
2024-02-17,A,16,52.1
2024-02-17,A,17,53.6
2024-02-17,A,18,40.2
2024-02-17,A,19,47.5
2024-02-17,A,20,21.8
2024-02-17,A,21,18.4
2024-02-17,A,22,16.6
2024-02-17,B,6,17.8
2024-02-17,B,7,57.9
2024-02-17,B,8,52.4
2024-02-17,B,9,51.9
2024-02-17,B,10,20.3
2024-02-17,B,11,17.8
2024-02-17,B,12,25.3
2024-02-17,B,13,21.6
2024-02-17,B,14,23.2
2024-02-17,B,15,30.6
2024-02-17,B,16,50.4
2024-02-17,B,17,49.6
2024-02-17,B,18,43.5
2024-02-17,B,19,46.3
2024-02-17,B,20,16.1
2024-02-17,B,21,23.0
2024-02-17,B,22,25.1
2024-02-17,C,6,19.3
2024-02-17,C,7,66.2
2024-02-17,C,8,47.6
2024-02-17,C,9,47.1
2024-02-17,C,10,20.1
2024-02-17,C,11,18.4
2024-02-17,C,12,16.4
2024-02-17,C,13,12.1
2024-02-17,C,14,25.6
2024-02-17,C,15,21.7
2024-02-17,C,16,54.4
2024-02-17,C,17,58.2
2024-02-17,C,18,39.6
2024-02-17,C,19,56.3
2024-02-17,C,20,17.8
2024-02-17,C,21,17.9
2024-02-17,C,22,17.6
2024-02-17,D,6,28.8
2024-02-17,D,7,46.1
2024-02-17,D,8,45.0
2024-02-17,D,9,39.2
2024-02-17,D,10,14.0
2024-02-17,D,11,12.8
2024-02-17,D,12,23.1
2024-02-17,D,13,19.2
2024-02-17,D,14,22.5
2024-02-17,D,15,24.2
2024-02-17,D,16,48.0
2024-02-17,D,17,35.3
2024-02-17,D,18,46.3
2024-02-17,D,19,53.1
2024-02-17,D,20,18.1
2024-02-17,D,21,25.8
2024-02-17,D,22,18.2
2024-02-17,E,6,16.7
2024-02-17,E,7,55.8
2024-02-17,E,8,56.0
2024-02-17,E,9,37.8
2024-02-17,E,10,20.3
2024-02-17,E,11,25.6
2024-02-17,E,12,25.9
2024-02-17,E,13,15.3
2024-02-17,E,14,21.4
2024-02-17,E,15,21.4
2024-02-17,E,16,42.1
2024-02-17,E,17,50.3
2024-02-17,E,18,38.5
2024-02-17,E,19,39.2
2024-02-17,E,20,25.3
2024-02-17,E,21,13.8
2024-02-17,E,22,21.7
2024-02-17,F,6,14.1
2024-02-17,F,7,57.4
2024-02-17,F,8,48.0
2024-02-17,F,9,48.9
2024-02-17,F,10,19.5
2024-02-17,F,11,17.1
2024-02-17,F,12,19.6
2024-02-17,F,13,25.5
2024-02-17,F,14,19.9
2024-02-17,F,15,17.4
2024-02-17,F,16,47.3
2024-02-17,F,17,56.1
2024-02-17,F,18,41.2
2024-02-17,F,19,41.3
2024-02-17,F,20,18.6
2024-02-17,F,21,17.1
2024-02-17,F,22,24.5
2024-02-18,A,6,20.0
2024-02-18,A,7,63.7
2024-02-18,A,8,63.9
2024-02-18,A,9,46.0
2024-02-18,A,10,21.5
2024-02-18,A,11,26.0
2024-02-18,A,12,22.0
2024-02-18,A,13,15.4
2024-02-18,A,14,21.5
2024-02-18,A,15,22.4
2024-02-18,A,16,65.9
2024-02-18,A,17,43.9
2024-02-18,A,18,44.9
2024-02-18,A,19,48.5
2024-02-18,A,20,25.9
2024-02-18,A,21,25.2
2024-02-18,A,22,24.4
2024-02-18,B,6,21.5
2024-02-18,B,7,33.2
2024-02-18,B,8,53.7
2024-02-18,B,9,56.1
2024-02-18,B,10,20.1
2024-02-18,B,11,24.5
2024-02-18,B,12,19.8
2024-02-18,B,13,18.8
2024-02-18,B,14,29.1
2024-02-18,B,15,26.0
2024-02-18,B,16,53.0
2024-02-18,B,17,46.2
2024-02-18,B,18,43.4
2024-02-18,B,19,42.5
2024-02-18,B,20,27.6
2024-02-18,B,21,19.4
2024-02-18,B,22,25.1
2024-02-18,C,6,19.1
2024-02-18,C,7,29.7
2024-02-18,C,8,49.9
2024-02-18,C,9,59.2
2024-02-18,C,10,21.8
2024-02-18,C,11,29.1
2024-02-18,C,12,16.3
2024-02-18,C,13,25.8
2024-02-18,C,14,30.0
2024-02-18,C,15,18.1
2024-02-18,C,16,54.9
2024-02-18,C,17,40.4
2024-02-18,C,18,57.1
2024-02-18,C,19,44.7
2024-02-18,C,20,18.4
2024-02-18,C,21,17.0
2024-02-18,C,22,18.3
2024-02-18,D,6,23.4
2024-02-18,D,7,43.6
2024-02-18,D,8,54.7
2024-02-18,D,9,45.3
2024-02-18,D,10,26.4
2024-02-18,D,11,29.3
2024-02-18,D,12,21.3
2024-02-18,D,13,20.2
2024-02-18,D,14,14.6
2024-02-18,D,15,24.3
2024-02-18,D,16,60.9
2024-02-18,D,17,48.9
2024-02-18,D,18,46.1
2024-02-18,D,19,43.8
2024-02-18,D,20,21.8
2024-02-18,D,21,19.7
2024-02-18,D,22,15.6
2024-02-18,E,6,19.0
2024-02-18,E,7,56.0
2024-02-18,E,8,57.0
2024-02-18,E,9,42.4
2024-02-18,E,10,24.9
2024-02-18,E,11,21.4
2024-02-18,E,12,17.9
2024-02-18,E,13,14.8
2024-02-18,E,14,17.2
2024-02-18,E,15,16.3
2024-02-18,E,16,48.2
2024-02-18,E,17,48.1
2024-02-18,E,18,45.8
2024-02-18,E,19,36.9
2024-02-18,E,20,14.7
2024-02-18,E,21,13.9
2024-02-18,E,22,21.6
2024-02-18,F,6,19.3
2024-02-18,F,7,60.7
2024-02-18,F,8,31.7
2024-02-18,F,9,60.2
2024-02-18,F,10,20.1
2024-02-18,F,11,17.8
2024-02-18,F,12,13.3
2024-02-18,F,13,18.0
2024-02-18,F,14,18.2
2024-02-18,F,15,21.5
2024-02-18,F,16,58.0
2024-02-18,F,17,53.0
2024-02-18,F,18,46.0
2024-02-18,F,19,51.9
2024-02-18,F,20,19.1
2024-02-18,F,21,17.7
2024-02-18,F,22,20.2
2024-02-19,A,6,11.9
2024-02-19,A,7,46.3
2024-02-19,A,8,45.1
2024-02-19,A,9,35.3
2024-02-19,A,10,17.1
2024-02-19,A,11,14.2
2024-02-19,A,12,19.5
2024-02-19,A,13,17.9
2024-02-19,A,14,13.4
2024-02-19,A,15,13.3
2024-02-19,A,16,31.9
2024-02-19,A,17,32.2
2024-02-19,A,18,29.0
2024-02-19,A,19,47.4
2024-02-19,A,20,15.2
2024-02-19,A,21,13.1
2024-02-19,A,22,17.0
2024-02-19,B,6,15.6
2024-02-19,B,7,37.3
2024-02-19,B,8,40.3
2024-02-19,B,9,46.0
2024-02-19,B,10,18.0
2024-02-19,B,11,12.3
2024-02-19,B,12,11.2
2024-02-19,B,13,8.9
2024-02-19,B,14,16.7
2024-02-19,B,15,12.0
2024-02-19,B,16,40.0
2024-02-19,B,17,48.5
2024-02-19,B,18,26.7
2024-02-19,B,19,34.5
2024-02-19,B,20,16.4
2024-02-19,B,21,14.3
2024-02-19,B,22,17.6
2024-02-19,C,6,12.0
2024-02-19,C,7,55.5
2024-02-19,C,8,41.3
2024-02-19,C,9,37.3
2024-02-19,C,10,28.4
2024-02-19,C,11,12.2
2024-02-19,C,12,22.7
2024-02-19,C,13,14.0
2024-02-19,C,14,13.3
2024-02-19,C,15,14.6
2024-02-19,C,16,37.2
2024-02-19,C,17,26.1
2024-02-19,C,18,30.8
2024-02-19,C,19,23.8
2024-02-19,C,20,15.6
2024-02-19,C,21,15.8
2024-02-19,C,22,21.7
2024-02-19,D,6,9.6
2024-02-19,D,7,48.7
2024-02-19,D,8,32.1
2024-02-19,D,9,34.9
2024-02-19,D,10,15.2
2024-02-19,D,11,17.2
2024-02-19,D,12,17.5
2024-02-19,D,13,15.0
2024-02-19,D,14,19.6
2024-02-19,D,15,15.6
2024-02-19,D,16,44.2
2024-02-19,D,17,37.7
2024-02-19,D,18,49.4
2024-02-19,D,19,37.1
2024-02-19,D,20,17.8
2024-02-19,D,21,13.1
2024-02-19,D,22,12.3
2024-02-19,E,6,15.0
2024-02-19,E,7,46.9
2024-02-19,E,8,25.9
2024-02-19,E,9,42.6
2024-02-19,E,10,22.7
2024-02-19,E,11,13.6
2024-02-19,E,12,13.2
2024-02-19,E,13,16.0
2024-02-19,E,14,13.8
2024-02-19,E,15,12.7
2024-02-19,E,16,30.3
2024-02-19,E,17,34.0
2024-02-19,E,18,47.1
2024-02-19,E,19,31.2
2024-02-19,E,20,16.0
2024-02-19,E,21,16.4
2024-02-19,E,22,18.0
2024-02-19,F,6,14.8
2024-02-19,F,7,31.6
2024-02-19,F,8,33.5
2024-02-19,F,9,34.4
2024-02-19,F,10,19.5
2024-02-19,F,11,17.9
2024-02-19,F,12,13.5
2024-02-19,F,13,26.7
2024-02-19,F,14,12.4
2024-02-19,F,15,14.4
2024-02-19,F,16,36.6
2024-02-19,F,17,34.2
2024-02-19,F,18,29.9
2024-02-19,F,19,37.2
2024-02-19,F,20,6.7
2024-02-19,F,21,11.7
2024-02-19,F,22,20.6
2024-02-20,A,6,16.2
2024-02-20,A,7,33.5
2024-02-20,A,8,38.2
2024-02-20,A,9,44.1
2024-02-20,A,10,12.5
2024-02-20,A,11,20.0
2024-02-20,A,12,14.4
2024-02-20,A,13,19.8
2024-02-20,A,14,14.5
2024-02-20,A,15,12.9
2024-02-20,A,16,34.5
2024-02-20,A,17,38.0
2024-02-20,A,18,41.1
2024-02-20,A,19,38.7
2024-02-20,A,20,21.0
2024-02-20,A,21,22.2
2024-02-20,A,22,17.1
2024-02-20,B,6,24.0
2024-02-20,B,7,33.9
2024-02-20,B,8,44.4
2024-02-20,B,9,43.0
2024-02-20,B,10,18.7
2024-02-20,B,11,20.4
2024-02-20,B,12,9.2
2024-02-20,B,13,15.4
2024-02-20,B,14,19.5
2024-02-20,B,15,6.5
2024-02-20,B,16,33.2
2024-02-20,B,17,42.6
2024-02-20,B,18,47.4
2024-02-20,B,19,33.4
2024-02-20,B,20,24.6
2024-02-20,B,21,18.3
2024-02-20,B,22,7.4
2024-02-20,C,6,18.3
2024-02-20,C,7,40.6
2024-02-20,C,8,41.1
2024-02-20,C,9,52.2
2024-02-20,C,10,22.7
2024-02-20,C,11,14.8
2024-02-20,C,12,13.5
2024-02-20,C,13,13.1
2024-02-20,C,14,25.5
2024-02-20,C,15,20.2
2024-02-20,C,16,42.1
2024-02-20,C,17,29.3
2024-02-20,C,18,41.6
2024-02-20,C,19,45.7
2024-02-20,C,20,12.0
2024-02-20,C,21,13.6
2024-02-20,C,22,14.5
2024-02-20,D,6,17.3
2024-02-20,D,7,48.0
2024-02-20,D,8,41.6
2024-02-20,D,9,43.2
2024-02-20,D,10,26.9
2024-02-20,D,11,11.4
2024-02-20,D,12,21.6
2024-02-20,D,13,16.8
2024-02-20,D,14,11.4
2024-02-20,D,15,11.4
2024-02-20,D,16,43.2
2024-02-20,D,17,29.6
2024-02-20,D,18,49.3
2024-02-20,D,19,45.8
2024-02-20,D,20,17.4
2024-02-20,D,21,25.4
2024-02-20,D,22,11.9
2024-02-20,E,6,11.2
2024-02-20,E,7,35.6
2024-02-20,E,8,36.3
2024-02-20,E,9,40.9
2024-02-20,E,10,12.4
2024-02-20,E,11,12.0
2024-02-20,E,12,14.2
2024-02-20,E,13,7.6
2024-02-20,E,14,21.7
2024-02-20,E,15,13.8
2024-02-20,E,16,43.2
2024-02-20,E,17,33.1
2024-02-20,E,18,24.7
2024-02-20,E,19,37.5
2024-02-20,E,20,16.9
2024-02-20,E,21,19.8
2024-02-20,E,22,19.8
2024-02-20,F,6,13.9
2024-02-20,F,7,46.4
2024-02-20,F,8,26.8
2024-02-20,F,9,31.3
2024-02-20,F,10,16.9
2024-02-20,F,11,17.7
2024-02-20,F,12,24.4
2024-02-20,F,13,11.1
2024-02-20,F,14,16.5
2024-02-20,F,15,15.0
2024-02-20,F,16,35.4
2024-02-20,F,17,44.0
2024-02-20,F,18,29.8
2024-02-20,F,19,30.8
2024-02-20,F,20,13.1
2024-02-20,F,21,17.6
2024-02-20,F,22,10.3
2024-02-21,A,6,13.3
2024-02-21,A,7,31.8
2024-02-21,A,8,27.7
2024-02-21,A,9,50.8
2024-02-21,A,10,15.1
2024-02-21,A,11,9.0
2024-02-21,A,12,16.6
2024-02-21,A,13,16.7
2024-02-21,A,14,12.0
2024-02-21,A,15,12.7
2024-02-21,A,16,26.1
2024-02-21,A,17,43.0
2024-02-21,A,18,28.0
2024-02-21,A,19,35.7
2024-02-21,A,20,16.2
2024-02-21,A,21,9.2
2024-02-21,A,22,17.4
2024-02-21,B,6,16.8
2024-02-21,B,7,47.0
2024-02-21,B,8,43.7
2024-02-21,B,9,27.6
2024-02-21,B,10,15.9
2024-02-21,B,11,14.2
2024-02-21,B,12,17.2
2024-02-21,B,13,15.7
2024-02-21,B,14,13.9
2024-02-21,B,15,16.0
2024-02-21,B,16,46.4
2024-02-21,B,17,34.2
2024-02-21,B,18,36.0
2024-02-21,B,19,26.5
2024-02-21,B,20,15.9
2024-02-21,B,21,17.8
2024-02-21,B,22,15.4
2024-02-21,C,6,14.5
2024-02-21,C,7,36.7
2024-02-21,C,8,36.2
2024-02-21,C,9,28.2
2024-02-21,C,10,16.5
2024-02-21,C,11,17.5
2024-02-21,C,12,17.8
2024-02-21,C,13,15.1
2024-02-21,C,14,16.8
2024-02-21,C,15,13.3
2024-02-21,C,16,35.3
2024-02-21,C,17,42.2
2024-02-21,C,18,36.5
2024-02-21,C,19,32.5
2024-02-21,C,20,17.4
2024-02-21,C,21,15.0
2024-02-21,C,22,13.9
2024-02-21,D,6,16.8
2024-02-21,D,7,42.9
2024-02-21,D,8,44.1
2024-02-21,D,9,38.2
2024-02-21,D,10,18.9
2024-02-21,D,11,23.1
2024-02-21,D,12,9.8
2024-02-21,D,13,14.3
2024-02-21,D,14,18.1
2024-02-21,D,15,19.9
2024-02-21,D,16,26.4
2024-02-21,D,17,29.7
2024-02-21,D,18,34.4
2024-02-21,D,19,40.8
2024-02-21,D,20,18.2
2024-02-21,D,21,16.9
2024-02-21,D,22,14.1
2024-02-21,E,6,12.9
2024-02-21,E,7,43.7
2024-02-21,E,8,43.1
2024-02-21,E,9,50.7
2024-02-21,E,10,11.4
2024-02-21,E,11,17.6
2024-02-21,E,12,18.2
2024-02-21,E,13,17.1
2024-02-21,E,14,25.7
2024-02-21,E,15,17.2
2024-02-21,E,16,43.4
2024-02-21,E,17,32.3
2024-02-21,E,18,33.5
2024-02-21,E,19,37.4
2024-02-21,E,20,19.9
2024-02-21,E,21,14.9
2024-02-21,E,22,15.0
2024-02-21,F,6,20.2
2024-02-21,F,7,57.3
2024-02-21,F,8,43.8
2024-02-21,F,9,47.7
2024-02-21,F,10,11.6
2024-02-21,F,11,16.3
2024-02-21,F,12,16.7
2024-02-21,F,13,11.0
2024-02-21,F,14,14.1
2024-02-21,F,15,15.5
2024-02-21,F,16,41.3
2024-02-21,F,17,32.5
2024-02-21,F,18,33.7
2024-02-21,F,19,31.2
2024-02-21,F,20,20.1
2024-02-21,F,21,16.3
2024-02-21,F,22,16.6
2024-02-22,A,6,16.5
2024-02-22,A,7,36.7
2024-02-22,A,8,42.9
2024-02-22,A,9,33.7
2024-02-22,A,10,16.1
2024-02-22,A,11,23.9
2024-02-22,A,12,21.2
2024-02-22,A,13,18.5
2024-02-22,A,14,13.2
2024-02-22,A,15,11.4
2024-02-22,A,16,32.6
2024-02-22,A,17,31.2
2024-02-22,A,18,33.3
2024-02-22,A,19,16.3
2024-02-22,A,20,12.0
2024-02-22,A,21,14.9
2024-02-22,A,22,12.0
2024-02-22,B,6,9.5
2024-02-22,B,7,53.1
2024-02-22,B,8,44.2
2024-02-22,B,9,33.0
2024-02-22,B,10,20.8
2024-02-22,B,11,20.2
2024-02-22,B,12,22.9
2024-02-22,B,13,23.3
2024-02-22,B,14,21.6
2024-02-22,B,15,10.8
2024-02-22,B,16,28.9
2024-02-22,B,17,44.5
2024-02-22,B,18,37.1
2024-02-22,B,19,38.2
2024-02-22,B,20,11.0
2024-02-22,B,21,8.1
2024-02-22,B,22,16.0
2024-02-22,C,6,19.0
2024-02-22,C,7,34.5
2024-02-22,C,8,50.8
2024-02-22,C,9,51.1
2024-02-22,C,10,14.4
2024-02-22,C,11,10.6
2024-02-22,C,12,18.0
2024-02-22,C,13,14.4
2024-02-22,C,14,13.5
2024-02-22,C,15,16.4
2024-02-22,C,16,25.5
2024-02-22,C,17,27.2
2024-02-22,C,18,37.3
2024-02-22,C,19,21.4
2024-02-22,C,20,16.4
2024-02-22,C,21,20.9
2024-02-22,C,22,10.0
2024-02-22,D,6,27.1
2024-02-22,D,7,50.8
2024-02-22,D,8,44.1
2024-02-22,D,9,31.7
2024-02-22,D,10,11.3
2024-02-22,D,11,15.2
2024-02-22,D,12,16.4
2024-02-22,D,13,13.5
2024-02-22,D,14,18.8
2024-02-22,D,15,23.8
2024-02-22,D,16,26.9
2024-02-22,D,17,36.1
2024-02-22,D,18,37.7
2024-02-22,D,19,29.9
2024-02-22,D,20,18.3
2024-02-22,D,21,16.0
2024-02-22,D,22,17.7
2024-02-22,E,6,13.1
2024-02-22,E,7,46.0
2024-02-22,E,8,32.0
2024-02-22,E,9,29.5
2024-02-22,E,10,14.1
2024-02-22,E,11,16.4
2024-02-22,E,12,17.0
2024-02-22,E,13,11.0
2024-02-22,E,14,12.5
2024-02-22,E,15,15.3
2024-02-22,E,16,35.5
2024-02-22,E,17,36.3
2024-02-22,E,18,22.7
2024-02-22,E,19,43.3
2024-02-22,E,20,15.8
2024-02-22,E,21,14.0
2024-02-22,E,22,13.7
2024-02-22,F,6,12.7
2024-02-22,F,7,30.7
2024-02-22,F,8,33.4
2024-02-22,F,9,47.2
2024-02-22,F,10,16.4
2024-02-22,F,11,17.3
2024-02-22,F,12,17.9
2024-02-22,F,13,17.9
2024-02-22,F,14,17.4
2024-02-22,F,15,15.7
2024-02-22,F,16,29.6
2024-02-22,F,17,45.9
2024-02-22,F,18,31.0
2024-02-22,F,19,42.2
2024-02-22,F,20,15.0
2024-02-22,F,21,12.6
2024-02-22,F,22,13.4
2024-02-23,A,6,17.9
2024-02-23,A,7,43.0
2024-02-23,A,8,43.3
2024-02-23,A,9,63.5
2024-02-23,A,10,12.4
2024-02-23,A,11,19.5
2024-02-23,A,12,24.7
2024-02-23,A,13,22.6
2024-02-23,A,14,21.5
2024-02-23,A,15,11.8
2024-02-23,A,16,41.9
2024-02-23,A,17,43.3
2024-02-23,A,18,44.7
2024-02-23,A,19,36.8
2024-02-23,A,20,23.3
2024-02-23,A,21,21.1
2024-02-23,A,22,18.3
2024-02-23,B,6,23.2
2024-02-23,B,7,60.5
2024-02-23,B,8,41.1
2024-02-23,B,9,55.8
2024-02-23,B,10,21.5
2024-02-23,B,11,30.9
2024-02-23,B,12,26.0
2024-02-23,B,13,18.9
2024-02-23,B,14,18.2
2024-02-23,B,15,21.0
2024-02-23,B,16,36.2
2024-02-23,B,17,49.2
2024-02-23,B,18,41.0
2024-02-23,B,19,39.5
2024-02-23,B,20,27.6
2024-02-23,B,21,19.4
2024-02-23,B,22,20.7
2024-02-23,C,6,24.4
2024-02-23,C,7,33.4
2024-02-23,C,8,59.0
2024-02-23,C,9,42.8
2024-02-23,C,10,9.4
2024-02-23,C,11,18.0
2024-02-23,C,12,17.6
2024-02-23,C,13,30.6
2024-02-23,C,14,20.6
2024-02-23,C,15,15.5
2024-02-23,C,16,35.6
2024-02-23,C,17,48.2
